,MKT1,MIP1,HAL9,LMO1,VPS70,BUL2,VPS36,RSF1,FLO5
POP3,5.414448918108894e-09,1.381042295127048e-09,9.475389773166881e-11,3.7358570951989064e-10,1.89733679925588e-09,3.8628969694034683e-10,2.8110053381011826e-09,1.6075252101349844e-10,1.4417892960488244e-11
ERG24,4.170203432489434e-09,2.6486184104681793e-09,1.1846992582250047e-09,4.3631476440869924e-10,2.677437174269267e-09,5.032795815277462e-10,8.99467553204448e-11,2.9070698750292475e-10,8.004150516822512e-11
PRM1,3.886963879257479e-09,1.1794562342419008e-09,1.1146991808858854e-09,7.809598938313511e-10,2.2104356615210757e-09,4.913815881568589e-10,1.3391907657326576e-10,3.5567840467914035e-10,1.7067722599769244e-09
CAF120,5.176663912014863e-09,5.00985772296804e-10,1.679193702169561e-10,2.8926540523976686e-09,1.989350147504249e-09,1.2888757945288245e-09,1.0149516523186081e-10,8.938852100198439e-11,2.9378506967577712e-09
MET2,5.4457065580342435e-09,9.679521882159664e-10,6.158532465351083e-11,5.647990591325753e-09,2.9372248369727803e-09,1.4106772327414242e-09,4.381759063279185e-10,2.365760260663412e-10,6.761451177503642e-09
GOR1,1.2469079260196834e-08,5.681786009734577e-10,2.2286576679966597e-10,5.248982266453176e-10,3.150682438151204e-09,2.84010233306646e-09,7.049439824068784e-10,2.6466926076913775e-10,1.7078503171544346e-08
TOF1,1.3712954461645282e-08,1.4557310237492231e-09,2.453178558573496e-10,7.034036090927963e-11,6.675438259207431e-10,3.5314980369382435e-09,1.4173754112208906e-09,1.8231672448957793e-10,1.1149978575887727e-08
SEC2,1.2650106330872897e-08,2.239011146223104e-09,4.5943193959823e-10,7.437378508067599e-11,6.431021248568839e-10,2.9849073047262864e-09,1.0230161587686727e-09,1.7397953666662084e-10,1.0235828791342742e-08
BNI1,1.0051339254361124e-08,1.6575270848696455e-09,3.5803632576035135e-10,7.281524442328704e-11,1.1230237272274843e-09,3.210444948295236e-09,1.4300883007794918e-09,3.006982309619301e-10,1.0726494732431138e-08
ALP1,7.29548225554971e-09,2.375953317201713e-09,5.923395887641282e-11,1.2232607128003654e-10,8.645129704874471e-10,3.293476268926115e-09,2.399963820475755e-09,1.3051705098409628e-10,1.2130686542492358e-08
PIK1,8.483332313070889e-09,3.469705443160327e-09,3.2140385529915747e-10,3.603670653968278e-10,7.6862486498225e-10,3.825694280133878e-09,2.465277140734315e-09,4.1488869946360165e-10,1.365697102992057e-08
IST1,1.0542810099561592e-08,6.809359712601923e-09,4.312109406071479e-11,1.4496258545911067e-10,8.629218090318182e-10,3.921691732881939e-09,2.083788153032044e-09,1.1677673994557125e-09,1.1769466998684635e-08
POL2,9.104965025873874e-09,5.304585844439821e-09,5.395789264193678e-10,9.817962544657207e-11,1.1739760369274174e-09,5.1600564852886914e-09,3.4334382889054445e-09,1.294474135737444e-09,1.0688863609352222e-08
LTO1,9.575950584206217e-09,6.461944130393999e-09,7.350782954987991e-10,6.666890498037759e-10,4.145299480096097e-10,5.656045524000512e-09,3.839217847527505e-09,8.099374139723806e-10,8.448187661456322e-09
DSL1,9.001108004382807e-09,5.74681477803312e-09,7.966091080734887e-10,5.364604603518293e-10,4.44346395987256e-10,6.687324351639171e-09,2.356298355659665e-09,6.417554039781098e-10,9.322410030822249e-09
SIP3,1.2996713524535363e-08,6.043548519162037e-09,6.349517680117926e-10,5.393631701086516e-10,8.753256217742618e-10,6.9517547356677935e-09,2.4411676997517356e-09,7.830359596417167e-10,9.88580685296239e-09
FOL1,1.2711107245674794e-08,5.613481571059367e-09,1.4096153770524313e-09,1.0042488490567504e-09,1.4661741104762677e-09,7.879574575205897e-09,2.29027988708193e-09,6.505715033406851e-10,8.123968255290514e-09
RTC4,1.3842744454357196e-08,5.868872156574948e-09,1.0748108438145826e-09,4.00071868206725e-10,8.7546725473323e-10,7.070860277308664e-09,1.2417980044597074e-09,6.313165717947281e-10,9.488409043300443e-09
TEX1,1.4849979614322506e-08,7.2653445832131394e-09,1.918170368191454e-09,4.677055534552084e-10,1.379900225794137e-09,5.652377049688914e-09,1.5822743527299288e-09,5.227495179737175e-10,8.977422543194704e-09
RAD50,1.581799575956576e-08,7.004874602803982e-09,1.7031859954917357e-09,1.2370586145160133e-09,1.6701908792668338e-09,6.591062485946081e-09,1.2999228982445557e-09,1.835550555030186e-10,1.2908749912698622e-08
CRS1,1.5819489975499765e-08,8.80464383332883e-09,1.917459550296797e-09,2.6802944601444903e-09,2.8164063259966355e-09,5.336011124326945e-09,9.301813393582889e-10,1.4765791619617092e-10,1.080954408121736e-08
VPS75,1.5633794673069628e-08,8.137020942752956e-09,1.885605202375915e-09,3.6504214902824484e-09,2.866886221436383e-09,4.92187305303388e-09,6.801508678195762e-10,6.889583839243687e-11,1.1164100630906304e-08
CWC25,1.0205634812582621e-08,8.116712251008736e-09,1.979608862014938e-09,5.081007698076429e-09,4.660122147779746e-09,4.229903904569492e-09,6.265311393562614e-10,5.80168309007637e-10,1.3181140846706387e-08
SUI1,1.100052234014944e-08,8.073453566015946e-09,2.206795456532832e-09,5.3055899672432876e-09,4.851301190873293e-09,4.487375499189823e-09,1.8475882813338656e-10,7.565513622167011e-10,9.988302218485207e-09
SLA2,1.2747668768902016e-08,8.335284354009571e-09,5.2109058581999995e-09,6.6721668442160764e-09,3.488861787334799e-09,4.791804319117528e-09,2.493553701451087e-11,9.42047047013072e-10,1.052451130979264e-08
ATG2,1.2415855314550389e-08,9.359390698280833e-09,6.1864244226331385e-09,6.554928563855215e-09,2.9438456344723345e-09,6.515121558948262e-09,2.3232659911296614e-10,8.723781165682707e-10,9.988229006107083e-09
NAR1,1.8083163133241564e-08,1.2657653310591888e-08,1.1350984548661219e-08,1.3995705222096837e-08,5.531190768271478e-09,1.243931218344199e-08,2.433335491385663e-09,4.237957128693582e-10,8.367906871741577e-09
LAP3,1.9083076034191733e-08,1.2883151295585687e-08,1.1320626275364615e-08,1.219607819685335e-08,3.716404892330576e-09,7.4000077327614296e-09,3.4191037137497666e-09,1.0202938410319171e-10,9.49594269127431e-09
KEX2,1.9958249653871927e-08,1.213232316570386e-08,1.0533961046219143e-08,1.404558170457246e-08,3.210309678214624e-09,8.976533861184274e-09,4.011854614706997e-09,2.597515842994998e-10,1.1777340000170837e-08
YTP1,2.1854750088117194e-08,1.3630402881842854e-08,8.625239301520629e-09,1.564807544655387e-08,2.5313774783469014e-09,8.972959337520998e-09,4.6611706558679996e-09,3.926114338383911e-10,1.218376991565956e-08
SIN4,2.1665285958571755e-08,1.3624767728240782e-08,7.808618218826068e-09,1.445171621754194e-08,2.162780687686393e-09,9.020274434149652e-09,4.321966364812285e-09,2.8866502642597124e-10,1.1246199907689065e-08
BNI4,2.2625325340279165e-08,1.9947336489306698e-08,8.98547440313896e-09,1.3082693261599259e-08,2.27261993029995e-09,8.296903794958161e-09,4.224391973998343e-09,3.598801225643954e-10,1.136350574453618e-08
CSL4,2.3682370243196006e-08,2.2489539011403496e-08,1.0230481578891806e-08,1.2104770892440368e-08,2.6894029205115413e-09,8.818099132760918e-09,3.696929040764355e-09,2.994112393943931e-10,1.1392629769951362e-08
PDR16,2.6776116231842025e-08,2.3527989846596425e-08,1.1109628302970161e-08,1.1347865506741787e-08,3.5398643578821933e-09,1.1636671370766932e-08,3.4360402112626345e-09,3.271169681772923e-10,1.3282170275754558e-08
ELA1,3.254585555161029e-08,2.165501539758808e-08,1.0997457736189277e-08,1.355238227741853e-08,2.8281755299963478e-09,1.1887825019949721e-08,7.0963124977203695e-09,4.117526620737206e-10,9.502150739590611e-09
URE2,3.29422543893703e-08,2.1978521100898254e-08,1.1050926713468481e-08,1.3493136810056489e-08,2.94583363464224e-09,1.2266709445878595e-08,7.053447483001503e-09,4.837328560393893e-10,9.452517106972253e-09
JJJ1,3.496505159610987e-08,2.2682497357680832e-08,1.2377874261289297e-08,1.3452528637591954e-08,3.5607611815826743e-09,1.4178456703506106e-08,7.498389143933654e-09,2.454841949531326e-10,8.99157429164561e-09
CNM67,3.537209340840052e-08,1.697549165538915e-08,1.114833102370774e-08,1.6704963681265848e-08,3.9153448795526045e-09,1.63523409752729e-08,6.52081857124922e-09,5.216534569435249e-11,1.021428726666747e-08
SQS1,3.5722386829590743e-08,1.7626923141507678e-08,1.107569951986903e-08,1.8386034729028722e-08,4.5449608837333e-09,1.6036555564368375e-08,7.076294458219543e-09,2.7910326805046327e-11,1.0673853579309698e-08
SSU72,3.827978459198927e-08,1.9489200683016456e-08,1.4139599777613352e-08,2.1311038597638496e-08,3.520888487157481e-09,1.7007540228027008e-08,5.107519785492566e-09,2.3995723311288868e-11,1.2278167457994253e-08
POP1,3.8519592993400604e-08,2.3412316354009287e-08,1.7806793952079117e-08,2.1524096044466952e-08,2.7753212204499725e-09,1.4153669568846148e-08,5.934896311343976e-09,7.716482963634423e-11,1.1710355858754559e-08
ADE12,3.9445051228753854e-08,3.090080226212732e-08,2.4724815245771515e-08,2.334759436734578e-08,2.1946401694947903e-09,1.1900029895953712e-08,9.594721226854422e-09,1.428465887996317e-09,1.2700768174334213e-08
ALG9,3.6987411885202304e-08,2.7989349275598507e-08,1.9806593253389313e-08,2.215619003627419e-08,1.948407381903038e-09,1.1170085742817973e-08,9.838994308511273e-09,4.2836991542105765e-09,9.034905493252048e-09
MGS1,3.2649337163278334e-08,2.7450429234518242e-08,2.0027516768675227e-08,2.4970980367914944e-08,2.4259829379996827e-09,1.1158491164479816e-08,1.1509615530450939e-08,4.638125264893216e-09,7.881894138944472e-09
PPN2,2.7742662905678213e-08,2.542558681687843e-08,2.400904206004184e-08,2.895214286118517e-08,1.858768388845757e-09,1.2526074507411277e-08,1.0686165748929148e-08,5.3027051088951875e-09,1.0002318579024422e-08
RAP1,2.9508864741134952e-08,3.103676029926318e-08,2.5943753795561443e-08,3.709832505599592e-08,2.472893930318703e-09,7.774613099429473e-09,1.1724384223924273e-08,4.9589822079916335e-09,7.057618986051897e-09
IES2,3.2658448805084565e-08,3.316958548931913e-08,2.7107263729252103e-08,3.6644908041093173e-08,2.3671592469909073e-09,7.81905810325367e-09,1.0151579332999873e-08,5.085369333358596e-09,6.3653330133777965e-09
PEX17,3.272300515491467e-08,3.464706281132882e-08,2.7768163816933254e-08,3.648912215536333e-08,2.196432380231816e-09,8.143086033913384e-09,1.029507835922639e-08,4.994032335513286e-09,6.691380333098073e-09
VID27,2.9387030043135983e-08,3.503533655642203e-08,2.7672621572256846e-08,3.950648108235542e-08,1.6970768682681597e-09,7.935052275932361e-09,1.0141064747214727e-08,6.228039419617588e-09,8.240283262363364e-09
MRX7,2.913112073153726e-08,3.559145454871677e-08,2.9262802209572166e-08,4.201850680883026e-08,1.893343621762976e-09,7.24625325486238e-09,9.379220353938684e-09,5.901183307359577e-09,9.728176439495707e-09
MER1,2.9444631059936162e-08,3.545573011145787e-08,3.042100844925089e-08,4.156972215790063e-08,2.0853354636510005e-09,7.156139814958771e-09,8.847585747977547e-09,5.887554905653476e-09,9.345727859038655e-09
SSB2,2.7268204276243052e-08,3.444572194850604e-08,3.0372498412006794e-08,4.07909708898454e-08,1.489562372221146e-09,6.2397481762729155e-09,8.381465034340488e-09,6.909545580527058e-09,8.728287929579234e-09
YNL208W,2.598195124446189e-08,3.020786208936956e-08,3.0170124032684425e-08,4.306007951678456e-08,1.140225130612069e-09,4.8888473577430434e-09,7.086977306787889e-09,7.685652895878621e-09,8.057787014857939e-09
RIO2,2.7668368524017027e-08,2.911067508641127e-08,3.062606919476446e-08,4.4069970432200124e-08,1.2619279834871725e-09,4.938594697354251e-09,6.847970628049448e-09,7.52339808381987e-09,7.562673303967406e-09
SPS18,3.241711189889475e-08,2.480410772213862e-08,3.9165318688084696e-08,4.408429869160987e-08,3.353486695663882e-10,5.45679190971876e-09,7.157907281168857e-09,1.4309993235628178e-08,5.705584538261092e-09
SPS19,3.537619110206198e-08,2.674756751162832e-08,3.880251694273474e-08,4.286344238092617e-08,2.5941667154601636e-10,5.583375797279635e-09,7.847193651588498e-09,1.378774656179123e-08,4.388037898617201e-09
PSY2,3.847940929562109e-08,3.150039040051505e-08,4.026846719221249e-08,4.522576984662302e-08,7.707259551683734e-11,6.369981213848158e-09,9.966651464398154e-09,1.4254421270037176e-08,2.381813603916422e-09
NNR1,3.6787990793677894e-08,3.488323831219291e-08,3.7704154417819635e-08,4.46325403158161e-08,4.1393815613581806e-11,5.108153622441718e-09,1.1384638418927733e-08,1.4666587320364107e-08,2.1090946723667206e-09
GCR2,3.437575452612328e-08,3.608888031221566e-08,3.437278635577114e-08,4.708526105340015e-08,1.5395754293357757e-11,5.6333447939865986e-09,1.2294147523991905e-08,1.4646264892882482e-08,2.7082004033966215e-09
WHI3,3.325806949370715e-08,3.7856265416041494e-08,3.1797866846692455e-08,4.8156475482672474e-08,1.6299848328590135e-11,6.040399511586089e-09,1.2763097664870112e-08,1.4726764124587783e-08,3.014607335596228e-09
SLZ1,3.4038294121595105e-08,3.862032765958397e-08,2.7914020145912884e-08,4.9780507646444024e-08,7.004656383850829e-12,5.922335282482145e-09,1.1714531603723857e-08,1.0931456830524168e-08,3.183009483506965e-09
YNL195C,3.388053927850723e-08,4.271503743408964e-08,2.8629066458312914e-08,4.762365590452085e-08,4.2128065263906276e-11,5.143388414833e-09,1.1029687370780698e-08,1.0151464447696217e-08,3.2367760707376757e-09
YNL194C,3.437356266602664e-08,4.2654133174439916e-08,2.7994033135989286e-08,4.569684625271856e-08,1.0075617877209333e-10,4.873627352714761e-09,1.1616418564620973e-08,9.42204952444281e-09,3.254653637959441e-09
YNL193W,2.924548569314052e-08,3.4667268889034785e-08,2.7277454259339997e-08,3.937421805092235e-08,1.7591303975714737e-11,3.781287280760901e-09,1.1023191296170801e-08,8.215983960160497e-09,2.9658505429646922e-09
CHS1,2.0266951908590213e-08,3.019766704800878e-08,2.579696391601626e-08,3.451081108335052e-08,5.016077941551674e-11,2.6112014133956642e-09,1.4576926050162716e-08,8.834858294497373e-09,4.15596278048816e-09
DUG3,1.9429901686677766e-08,2.8494486674525697e-08,2.5811462411689763e-08,3.133914415517481e-08,2.4763209059027604e-10,2.287035526106698e-09,1.583055290000193e-08,8.872308499735025e-09,4.507349556275938e-09
YNL190W,1.8845303753854415e-08,2.5959026298734464e-08,2.669892220213161e-08,3.228551626270261e-08,2.540330578434086e-10,1.977844885125242e-09,1.6283798541380947e-08,9.08219970759474e-09,4.433998559704383e-09
KAR1,1.3520472795954901e-08,2.5539425376545295e-08,2.8523367691418904e-08,3.536114501570877e-08,4.317588551322742e-11,9.044149930686196e-10,1.6215929535681253e-08,9.063237269613223e-09,6.18043183351585e-09
SWT21,1.3455608553511001e-08,2.414078472335864e-08,2.0485871705589097e-08,2.9494412806222928e-08,6.237752795295041e-11,1.1876598781569747e-09,1.8759090569853494e-08,6.6104420459531764e-09,6.632270430394344e-09
NPR1,1.6071348608038218e-08,3.1529725087702864e-08,8.894351015558297e-09,3.330448174241101e-08,1.0342538414923574e-11,3.732355450059026e-11,1.2551841431073241e-08,6.132956807379867e-09,1.0347736974913986e-08
IPI3,1.6234679861402484e-08,3.9421281939168354e-08,1.1221956841758278e-08,2.713990330583367e-08,5.7288882267478174e-11,3.7945754724133476e-11,1.3084892968468965e-08,4.792427308356115e-09,9.55373002620482e-09
PBR1,1.5689661805517713e-08,4.028663727395172e-08,1.1394829752247565e-08,2.5121028351340365e-08,5.868311263797936e-11,1.8944555936712807e-10,1.3799902883310139e-08,4.615504277904797e-09,9.119821922643956e-09
RHO5,1.2511513295955034e-08,3.565467610806502e-08,7.854073223034554e-09,1.9480059549774035e-08,3.0474630300954256e-11,4.3888436570046083e-10,1.3542050376940859e-08,2.4987057770801738e-09,7.130610002780444e-09
MRPL22,7.384265618214689e-09,3.2495900896629145e-08,1.9318224140342424e-09,1.747956352468683e-08,1.4202693013213245e-09,5.5895264618596496e-11,9.499451606591866e-09,5.599655074265391e-10,6.818200098843939e-09
TDA7,6.636098231965525e-09,3.87393510561286e-08,2.7063075888087174e-09,1.6325056010232416e-08,1.1706687836128772e-09,5.6787164890417985e-11,8.516787337687265e-09,2.1240954894916245e-10,6.478626536964505e-09
NOP13,6.312624873286995e-09,3.783970307934219e-08,2.6321714352838597e-09,1.5034124141899913e-08,1.7309630839411472e-09,2.3511795849855306e-10,9.498368220503731e-09,4.3281716971221773e-10,5.950506572911445e-09
MDG1,2.158030853981249e-09,4.023908899896609e-08,2.629286492553501e-09,1.5095513192281547e-08,2.105620673344144e-09,9.059191892951582e-10,1.1145229945630686e-08,1.6249219160809687e-10,6.718170030540273e-09
APC1,1.4189542180877107e-10,4.7097202418708536e-08,3.0808937680156236e-09,1.1572849532761304e-08,8.19865996335573e-10,1.0292557151159462e-09,7.64719837392121e-09,5.425146507345432e-10,6.146852273230312e-09
FMP41,5.256450164684026e-09,5.2425933911938724e-08,1.7253178652841832e-09,2.954042277961737e-09,1.137202076044853e-09,4.495517783972388e-09,3.4557850711860305e-09,4.708371574506792e-10,5.512093119124891e-09
SKO1,5.749252442180552e-09,4.7810052285047974e-08,1.6921657638508025e-09,2.083761711737541e-09,1.056929505047985e-09,3.9785810499548575e-09,4.527408954486081e-09,6.579049194862755e-10,6.023774056704573e-09
BNI5,5.663399361745272e-09,4.729917011594767e-08,1.053365526316179e-09,2.1116057852558135e-09,8.814082978207283e-10,4.921737311628946e-09,2.28056207506429e-09,2.2106691879940832e-10,5.581834331082279e-09
YNL165W,6.491115806698206e-09,4.6388487494118454e-08,7.713292783338098e-10,2.6860202847631403e-09,1.0431583215298795e-09,4.231946309967812e-09,1.8504339019321024e-09,3.2998439488989576e-10,6.0011770012086395e-09
RIA1,7.611577326534242e-09,4.676725287698982e-08,5.486022063181004e-10,3.6737456813772113e-09,9.184543601263351e-10,4.293643920672699e-09,2.411053469067014e-09,2.2297335204026103e-10,5.579932537440228e-09
YNL162W-A,7.219199373404108e-09,4.741533705624407e-08,5.906039719693489e-10,3.529740715423104e-09,6.774230362194832e-10,4.0109217763407355e-09,2.6233296655311967e-09,1.8958442245404982e-10,5.163938155302253e-09
RPL42A,6.847534028546233e-09,4.282870146909302e-08,8.237837984264719e-10,3.82551234894532e-09,6.89230385927437e-10,3.98524133395878e-09,1.9193813448145417e-09,4.4083138070194134e-10,5.097495919025987e-09
CBK1,6.3854143988675926e-09,3.840213934924589e-08,1.6335009011566678e-09,4.3609429067365326e-09,5.050280180183024e-10,3.0082282436832224e-09,1.7066044019434865e-09,2.7514984271373447e-10,4.078202044095754e-09
YGP1,1.1959234896756051e-08,3.9984634625152276e-08,2.5086317960472107e-09,3.3290084669650142e-09,1.2970050000614346e-11,5.307542349695975e-09,1.774779278275633e-09,7.593879355972748e-11,2.4323180671364893e-09
ASI2,1.2033022722601428e-08,4.133343717512958e-08,2.1160445732888022e-09,3.7226963650519935e-09,6.668791407946705e-11,6.735267933067446e-09,1.2588327023952077e-09,4.6934579155593727e-11,3.470686879272511e-09
PGA1,1.3051656979142058e-08,4.064791156881272e-08,6.660739059953715e-10,2.9414876119782627e-09,5.15436670716147e-11,5.261523499693454e-09,2.1888819059796305e-09,9.770075441138785e-11,3.956024174857433e-09
IGO1,1.3941140712245584e-08,4.1503375718292954e-08,9.623900038183513e-10,2.8407084561454384e-09,3.3990032219502395e-11,6.194479831700224e-09,2.1350256551880823e-09,3.3795831869669326e-11,4.727222529557106e-09
NSG2,1.4321983372904151e-08,4.276876679090711e-08,1.1804634969450168e-09,2.7444570185029878e-09,9.182146033349371e-11,6.57808080012625e-09,2.101114058700318e-09,2.77852979023445e-11,5.258163899921325e-09
YCK2,1.6392637908720944e-08,3.8305662115270157e-08,3.527293431209586e-10,2.5888689122420556e-09,1.8806043733916285e-10,6.7776489448393435e-09,1.7591770056554338e-09,2.165342848436373e-10,6.483847278655854e-09
GIM3,1.6245508012008374e-08,3.629259526450841e-08,2.1077330463313666e-10,2.4848697864676985e-09,2.4443447909630115e-10,6.752129560711655e-09,1.7658440295971704e-09,4.285897329842731e-10,5.568191966393119e-09
INN1,1.6578868753412738e-08,4.066005315269339e-08,3.9178096168840726e-10,2.600392261691945e-09,4.730105885558928e-10,7.297508360981871e-09,2.1417393402377653e-09,1.0625560790744966e-09,6.108667579734398e-09
RPC31,1.6863226847635746e-08,4.10481475252158e-08,5.649239813637026e-10,1.838104764637035e-09,5.868476521888578e-10,7.771734627525943e-09,2.482702236606299e-09,1.1959690019305147e-09,5.294776962463231e-09
PGA2,1.9963948671919724e-08,4.029587108302239e-08,6.848310556273378e-10,8.077530024833368e-10,5.748368355582268e-10,9.881080648316626e-09,2.369823501989773e-09,2.0621854121645864e-09,3.3894840908092754e-09
ALF1,2.1579998879732483e-08,4.228584735122331e-08,7.990644949385539e-10,4.2100713724305216e-10,4.483925680086926e-10,9.122866866298257e-09,2.077250083424995e-09,1.7898649558719488e-09,2.2761320270566852e-09
YNL144C,4.39494824963208e-08,6.632848134299966e-08,1.2277191577183122e-09,7.21276801835692e-10,1.374865657210251e-09,2.2825467746547024e-08,4.887279143890375e-10,6.771452031560165e-09,9.229488941386151e-10
YNL143C,6.098307753290607e-08,6.697598238825923e-08,4.927124274965097e-10,1.104175555936451e-09,2.467146695792694e-09,2.9086626772826744e-08,2.6363812319150706e-10,8.227584547883768e-09,4.5347823109493535e-10
MEP2,6.60497722424808e-08,5.9421835523085803e-08,8.154864682137561e-11,1.6376953060079412e-09,3.627136749033495e-09,3.216074351740572e-08,1.5589989437025644e-10,7.292395623259067e-09,3.6617818793477684e-10
THO2,6.780076170836328e-08,5.714595505191994e-08,2.9648746222430344e-10,2.4349066981477797e-09,3.64595262871687e-09,3.49040295502675e-08,7.424827730509789e-11,8.393235369518576e-09,2.6555300492084396e-10
YSF3,8.024035857169618e-08,6.154440318764221e-08,3.15366418785664e-10,3.368876848772655e-09,2.4067116058401846e-09,4.533489933764985e-08,2.4345064112378508e-11,1.0852060127407708e-08,1.2320591595941676e-09
SRV2,8.293138586940334e-08,6.323019693397502e-08,6.2293802813866e-10,4.088017238451666e-09,2.3214874824640167e-09,4.674670690711516e-08,2.6558044483375552e-11,1.0905923811657146e-08,1.0624624443958276e-09
NAM9,9.152113106110315e-08,6.842419289378358e-08,1.458087100190296e-09,4.449978663576312e-09,1.5313710784342177e-09,4.499555713709732e-08,9.44727303472693e-11,1.2708480437393366e-08,1.0167257244336532e-09
EAF7,9.238405613994745e-08,6.808419945768119e-08,2.052335740610945e-09,5.2465325582859985e-09,1.6807244476390761e-09,4.739580075925724e-08,1.1772799025983887e-10,1.2289645030069301e-08,1.5346929869894167e-09
FPR1,9.242782425920102e-08,6.971608262780389e-08,2.776410908980521e-09,5.954361770208881e-09,1.6910199383128201e-09,4.7508858267189357e-08,7.408729427335058e-11,1.3829010888411594e-08,1.6109336582544947e-09
YNL134C,9.37901419667994e-08,7.030381867163371e-08,2.0161762555105776e-09,5.792248355446937e-09,1.1732704938741218e-09,4.6157665698903744e-08,4.440705828851723e-11,1.2651549643780051e-08,2.2125997471487034e-09
FYV6,9.695540246625139e-08,7.080143211840169e-08,1.8994562991229826e-09,5.214170958965831e-09,9.293303750767814e-10,4.824669198549464e-08,3.604938442751887e-11,1.2650694897120855e-08,2.08036322770879e-09
KRE33,1.0673500736495246e-07,7.189379071340142e-08,2.661648994991888e-09,5.5639666616712905e-09,1.2028382416813471e-09,5.842635847753221e-08,5.086418359903605e-10,1.0155717183493625e-08,2.2274462512174703e-09
CPT1,1.0328457170699787e-07,7.361209203300657e-08,1.8161794945400344e-09,7.331536563107068e-09,9.562272634530693e-10,6.369807200908221e-08,1.9551868520450603e-10,1.1612243102446269e-08,2.5301345961079697e-09
NRK1,1.052086919822149e-07,7.70804028948281e-08,1.0729391997251731e-09,8.412410963925029e-09,1.7022659723143475e-09,6.626571871887762e-08,4.913678726190686e-10,1.1832973827079192e-08,2.9097954404851637e-09
TEP1,1.07147554339597e-07,7.2594658492011e-08,1.1540929923146143e-09,8.930726792910747e-09,1.7791816831117123e-09,6.9608629839389e-08,8.253564710452424e-10,1.0753058689088986e-08,2.6425845080726053e-09
FAR11,1.085605629781006e-07,6.997505783678966e-08,9.203529979859758e-10,1.183688169486969e-08,1.4768785044577145e-09,7.60503287048262e-08,1.346740214854441e-09,1.1488936175792946e-08,2.7623219483413513e-09
SPC98,1.1677709768073216e-07,6.660992337047119e-08,1.0828217760832178e-09,1.243622218118244e-08,7.117126297641409e-10,8.012004706822165e-08,2.5192400050876555e-09,1.1183971193026562e-08,2.0801820624222564e-09
ESBP6,1.2324497630443082e-07,7.205762002406281e-08,1.7112813226007719e-09,1.3428166995027445e-08,5.405939482513996e-10,9.39420808383972e-08,3.732989037531339e-09,1.0472110037185232e-08,2.2532713387387396e-09
NAF1,1.377913037611301e-07,8.099752978431275e-08,1.676501953758672e-09,9.848739315942332e-09,7.837709604651804e-11,1.0777688574244084e-07,2.686511876031705e-09,1.214833398561357e-08,1.3162783942648444e-09
NMA111,1.4276605396481217e-07,8.286434602366739e-08,1.8806496727172963e-09,1.0604475309740604e-08,3.804898947968752e-11,1.2373015153125615e-07,2.831621308701702e-09,1.383888191527704e-08,1.0185896348167727e-09
MRP35,1.4049098311902965e-07,8.56621655223363e-08,2.812277947981467e-09,1.2788999764347825e-08,1.3322607074695361e-10,1.4056105735697034e-07,2.7323748810758476e-09,1.2863935524147329e-08,9.703954729059463e-10
TOM70,1.4297082927163775e-07,8.992966586388117e-08,3.6569222720539683e-09,1.2184155293992007e-08,8.557969759923456e-11,1.5182264694644384e-07,3.3706735559437193e-09,1.3697280005705063e-08,9.58843137010211e-10
NCS2,1.3724744612644536e-07,9.333431626914516e-08,4.731421489258398e-09,1.2268338073409624e-08,1.8014528178385067e-10,1.614454318469183e-07,3.863813644712064e-09,1.895312151562518e-08,2.1469277221477587e-09
DCP2,1.3708912049451105e-07,9.68896524724824e-08,5.269549587739086e-09,1.2964855055803385e-08,6.662647939188894e-11,1.613080041875085e-07,3.1377121908851076e-09,2.141551423230309e-08,1.8931742578686425e-09
MLS1,1.3173564698745023e-07,1.0049504659062965e-07,5.326524006451647e-09,1.2810018189723559e-08,1.746916637945649e-10,1.7105602673830452e-07,3.0136017180213383e-09,2.0553965959137406e-08,2.4150068465874694e-09
DMA2,1.269152519831152e-07,9.695890089246038e-08,4.462608156097015e-09,1.5276454942543287e-08,4.415397640868265e-10,1.750627337978877e-07,2.345870002944122e-09,2.0379248921873373e-08,3.130767721511444e-09
YNL115C,1.188262386178398e-07,9.187527715463908e-08,5.571865753239354e-09,1.702432691510391e-08,2.9753166795771237e-10,1.791935156836659e-07,2.3285250279222286e-09,2.097850750487314e-08,2.802839785607888e-09
RPC19,1.1585966416150314e-07,8.995430158637937e-08,7.063134581631622e-09,1.714657060659668e-08,3.8004110113639986e-10,1.899934530089613e-07,2.1643243932785433e-09,2.190914568258234e-08,2.6631703365762956e-09
DBP2,1.1467565558030324e-07,1.0028830966068164e-07,6.168728738453898e-09,2.008338654434052e-08,3.6142481733336114e-10,2.0433345532644336e-07,2.027972517479455e-09,2.2274460391215252e-08,2.197815175095938e-09
CYB5,1.0356472782705303e-07,1.0180648031672776e-07,4.492787630231206e-09,2.1085877542203374e-08,2.100242096920235e-09,2.2684436951533564e-07,3.4119671093853344e-09,2.047401396863677e-08,2.562533665711792e-09
NOP15,1.0611475737631495e-07,1.0111811626067558e-07,5.522544916528149e-09,2.2667351633365806e-08,2.0465234374815875e-09,2.3355563572859448e-07,3.6929314563890335e-09,1.893003113506049e-08,1.8585273064547014e-09
YNL108C,1.0583711530019703e-07,1.0090088153370718e-07,4.572803630701664e-09,2.2274460391215252e-08,1.9209651712853986e-09,2.370746260748734e-07,4.1241772337551824e-09,1.852324242393112e-08,1.916332598162111e-09
