,MKT1,MIP1,HAL9,LMO1,VPS70,BUL2,VPS36,RSF1,FLO5
APC11,4.021670521099297e-09,3.829173831946131e-09,2.011802734493273e-11,8.670153491476851e-10,3.2022822001816614e-09,5.045104449964493e-10,1.104134055829838e-09,1.81456644501092e-09,5.277129718181967e-10
YDL007C-A,4.1809228373089076e-09,4.07548470547363e-09,2.9546998161169166e-11,8.806001449374314e-10,3.2541541520084715e-09,5.367909344505863e-10,9.752656351495726e-10,1.5981871843129504e-09,5.097411307893559e-10
RPT2,4.061110292350992e-09,4.260392158037085e-09,5.914907773704948e-11,7.684382794660055e-10,3.2933544315886997e-09,4.245210515442068e-10,6.533573173010378e-10,1.493019712874693e-09,4.025897858407267e-10
PTC1,3.497387107575157e-09,4.837825792825445e-09,7.967161823167963e-12,6.989961227913632e-10,3.761870486132313e-09,3.152042680146485e-10,6.229966311279824e-10,1.6040092558832457e-09,4.542056207670319e-10
MED2,3.062047825442466e-09,4.798041259614811e-09,2.3953226617428143e-11,6.699566529596701e-10,3.551749931857178e-09,6.074049868712596e-10,7.18615676430329e-10,1.4296579581066603e-09,5.945840992356685e-10
ATP16,3.3681338766765835e-09,5.037477947732456e-09,1.9932651041645996e-10,7.99037679625395e-10,4.727741068793821e-09,6.302626140189925e-10,1.3076281742572849e-09,1.6421041797703492e-09,7.236169094231822e-10
MCD1,5.492141976613328e-09,4.621359762161319e-09,2.449717372514725e-10,5.225030207089093e-10,4.090033013005571e-09,9.413143690686852e-10,1.3865574204813624e-09,1.1755529595681388e-09,9.302385474191469e-10
NHP10,6.375298694856738e-09,4.5091666630370086e-09,2.641729345203623e-10,5.233681900627876e-10,4.477335976900327e-09,9.67304563347074e-10,1.5260826427870229e-09,9.542359181897072e-10,9.955053704620818e-10
RMD1,7.39152860819625e-09,4.744865587678816e-09,2.3966245811541655e-10,4.6234264856502883e-10,4.533554285245843e-09,8.734997637175327e-10,1.691835623968774e-09,1.277079999981907e-09,1.2349906201346739e-09
NTH1,7.2735838036980706e-09,4.678545676897301e-09,2.1658143236113534e-10,4.862744945428188e-10,4.819315977690815e-09,6.775218459971326e-10,1.7116205801256217e-09,1.2958516862768254e-09,1.4008425120921438e-09
YRB1,6.27865463227038e-09,4.606777256945497e-09,1.7109355708214343e-10,2.6817830201866235e-10,5.1675316262033e-09,5.1237205221715e-10,1.552525011909347e-09,1.1610414128412074e-09,1.7310038770612759e-09
RCR2,6.702577585032202e-09,4.701322357459213e-09,2.1532507176697582e-10,1.9336937559439452e-10,5.109445051085887e-09,5.863151440775295e-10,1.617312284734732e-09,1.0863892341577808e-09,1.7366763300919358e-09
YDR003W-A,6.882325186918783e-09,4.589582032678893e-09,2.5292256737586816e-10,2.4477511402163973e-10,5.257636841497477e-09,6.548117652453167e-10,1.7395078639844778e-09,1.0112830110796457e-09,1.6078528320903514e-09
RAD57,6.846988058233938e-09,4.6263959298813e-09,2.3299346221352983e-10,2.3830275586250486e-10,5.173940128754043e-09,6.440730529616239e-10,1.749909473329475e-09,9.977945043240731e-10,1.654725726675213e-09
MAF1,7.848575986911406e-09,5.93864283471901e-09,2.2436699558347294e-10,7.15045246218796e-11,4.652193058699144e-09,2.6864579093967574e-10,1.4740155980399435e-09,1.2608506097299304e-09,1.4706589676110473e-09
SOK1,8.989391117382914e-09,5.784649462720403e-09,2.694188654559564e-10,1.1183112204448459e-10,4.944884049116217e-09,3.9310954386601276e-10,1.8429947073525038e-09,1.000970552730285e-09,1.4684489278619573e-09
TRP1,9.529353741331377e-09,6.0433096385288886e-09,2.922188420370191e-10,1.1631027026340567e-10,5.073854220301244e-09,4.850408031281797e-10,1.8608551655013558e-09,1.0783368260139245e-09,1.347368655140099e-09
GAL3,1.1421849521336485e-08,7.139358783773743e-09,2.730420115445209e-10,9.27353876529584e-11,5.094081292139185e-09,4.327565603500969e-10,2.1270941152210026e-09,1.028548858246101e-09,9.782303324713343e-10
YDR010C,1.3548974602565487e-08,6.841551029177509e-09,1.3719962157287056e-10,9.5702830859725e-11,5.073368002129959e-09,6.889813450288076e-10,1.7653712677352969e-09,1.1212590005900255e-09,6.036871865054407e-10
SNQ2,1.2984621227712448e-08,5.634901510892395e-09,7.690367872362701e-11,6.60047491122424e-11,4.93246810959172e-09,4.331000772272836e-10,1.5273471116799336e-09,8.087220158330158e-10,8.020189591468095e-10
RAD61,1.2708756162122139e-08,4.627000908315495e-09,5.601376942698007e-11,3.4791776985724477e-10,4.486839878374114e-09,1.0641101752908113e-10,2.13043165701483e-09,1.526680201019325e-10,1.772821058274825e-09
HED1,1.2736391203303299e-08,6.383060194474601e-09,2.336754076924196e-10,3.4697363359447275e-10,4.7237994777480354e-09,2.3124785556941106e-10,3.381046489916924e-09,2.2711512189033558e-10,1.8069894499282524e-09
KCS1,1.4248854811955135e-08,6.043051002673415e-09,3.6345356408223e-10,4.573514565477151e-10,5.286200155932173e-09,3.497044572623642e-11,2.5991617870658087e-09,1.7575022297920713e-10,2.420388023711659e-09
MLG1,1.3999203391219837e-08,8.71050575503378e-09,6.127226077567359e-11,7.81821828186469e-10,5.952451964053345e-09,2.926805721856897e-11,3.217153590174666e-09,1.5843695248500256e-10,3.790259528398695e-09
GCV1,1.5388096367259804e-08,8.746794967266964e-09,3.566653307287081e-11,8.218764714748823e-10,5.9951817558240316e-09,3.3554053538793543e-11,2.1811213153443902e-09,5.318009223221742e-11,4.348319486317486e-09
DAS2,1.553301198230438e-08,7.28605969118761e-09,6.68844791280441e-11,6.188461255761644e-10,5.607610351303672e-09,3.974928404285096e-11,1.2976681769496744e-09,2.4914192650691335e-11,4.365954026935365e-09
FAL1,1.549895467590226e-08,6.9536970632015966e-09,4.38574390137238e-11,5.035127250497415e-10,7.0661807337708445e-09,9.623035324345243e-11,1.2343112296897334e-09,7.226783252136425e-11,3.788136978227004e-09
RPS11A,1.8916235000811055e-08,8.639658033480326e-09,4.267705666058234e-11,5.621558841140419e-10,9.264064557254382e-09,8.70260446567171e-11,9.665890930252317e-10,3.142456937622728e-10,2.695381551713774e-09
NSI1,2.0512647245056802e-08,9.621253823611798e-09,1.8111958897990403e-11,4.726923120781118e-10,9.298899902282184e-09,7.12055282546736e-11,1.1864282370031393e-09,2.9659390930218175e-10,2.5370781754875985e-09
VPS54,2.3183467556075376e-08,8.161650735887592e-09,1.4492091744320793e-10,9.216291713062e-10,9.156060353047973e-09,7.932352265092065e-11,1.4830015729986355e-09,1.5071998512515993e-10,2.413625874738496e-09
REG1,2.3382648979181703e-08,6.6959913999450105e-09,1.548709539954388e-10,7.944778288993215e-10,8.73137003715638e-09,9.914641473460336e-11,1.4710100924483428e-09,1.962923780726413e-10,2.2572284456999653e-09
RAD28,2.2936017337758116e-08,6.491010970702431e-09,3.570453245608685e-10,8.512025359525406e-10,7.84310868368375e-09,1.2174604778542706e-10,1.1826449755804528e-09,3.9195164974883026e-10,2.2966242070430293e-09
PST2,2.4057423745030064e-08,4.736243954838069e-09,3.9109445500639466e-10,1.007565234280043e-09,1.0173980906732972e-08,2.434565400422612e-10,1.3867481911433543e-09,2.6172470624979176e-10,2.252050123197659e-09
MRH1,1.889017689298253e-08,4.1994160887601974e-09,1.5142720002569396e-10,7.143903558013044e-10,1.0788899368897085e-08,2.679558899623393e-10,1.232447966811062e-09,3.614430564799828e-11,1.3892967095090064e-09
LYS14,1.566837397115913e-08,5.287142804577552e-09,4.379861241684854e-10,1.4438064229981192e-10,9.289619526368434e-09,5.724379485907603e-10,7.920505322036879e-10,3.7827747803233084e-10,6.808792406447522e-10
YDR034C-A,1.6014243070932265e-08,3.3645761489922074e-09,7.832626324319067e-10,1.1372881123722574e-10,9.4667626882404e-09,1.34141677813935e-10,1.0141927553519841e-09,2.3809310491221864e-10,2.0243045019235307e-09
CPP3,1.6414892075772123e-08,3.6756269724112257e-09,7.305439578623929e-10,9.568102106313681e-11,9.889590644624941e-09,2.753635470531958e-10,1.0513085913320113e-09,2.636852018633454e-10,1.8510006841590212e-09
ARO3,1.6332074972045905e-08,3.8202364118091825e-09,7.771370582700703e-10,9.670600785835641e-11,1.0290377747491347e-08,1.6451674166999253e-10,1.0378656321806725e-09,2.604060991304218e-10,1.585916808956989e-09
EHD3,2.377617179592466e-08,2.335659329530684e-09,5.016825807818696e-10,4.781600571723196e-10,1.1188814757428676e-08,1.0982230095897019e-10,2.4583536220961707e-09,8.47997699940432e-11,1.418497515865689e-10
KRS1,2.768003662894952e-08,2.7596041786738974e-09,9.4931618169544e-10,4.72459949187026e-10,1.2330299580847187e-08,1.941083630360877e-10,1.961204402853239e-09,2.136579434733368e-11,6.558759124637535e-10
ENA5,3.128259301330342e-08,4.995224920713783e-09,1.8426996978569274e-09,8.751346470502621e-10,1.3668465216177997e-08,1.394391092095219e-09,1.3701682269143845e-09,5.264778111972704e-11,3.407510589152568e-10
ENA1,2.817114903200258e-08,5.830054558678719e-09,2.9033249262874166e-09,3.705253123193586e-10,1.4171936214296294e-08,6.743859232821427e-10,9.582658118473489e-10,7.25111850018334e-10,3.730549504636659e-12
RSM10,2.8141609439932084e-08,5.181898076349601e-09,3.078293006484628e-09,4.189919341316308e-10,1.504164308455491e-08,9.765085847205502e-10,1.0357591800912231e-09,9.357274362295898e-10,3.6030573339878253e-12
YDR042C,3.032296703015944e-08,5.2631087653867965e-09,2.979955145679821e-09,9.072623222175258e-10,1.4233882181497617e-08,2.369047136565439e-10,5.326591142148812e-10,1.317793784444047e-09,4.2905074340518234e-11
NRG1,3.054292579625045e-08,4.791614388881894e-09,2.8480355181074657e-09,9.790192586888677e-10,1.3096624854459036e-08,2.6782879735872615e-10,9.981214820380064e-10,9.29012902796126e-10,1.0715479529516647e-10
HEM13,2.8160042274338413e-08,4.389172271055592e-09,3.3692532848663795e-09,9.40682810544156e-10,1.2915975668058689e-08,1.4877341935467448e-10,1.965641379328388e-09,1.3366631123056154e-09,4.6390635906108225e-10
BAP3,2.9936316122041294e-08,5.144418662470353e-09,4.824041540510142e-09,6.868763860555356e-10,1.1360883248872303e-08,3.362083798598585e-11,3.13195549736752e-09,1.0376223448755198e-09,6.349176958244653e-10
HEM12,3.8691382225183036e-08,2.295991024898025e-09,4.885508861137362e-09,1.6982822802234373e-09,8.7316082916015e-09,8.078257337178819e-10,9.730969601696825e-09,1.3420526691133545e-10,2.3788570195801837e-10
VMS1,5.013045464425707e-08,9.722080600034226e-10,2.7503371744701004e-09,9.079162281563385e-09,8.047452380699196e-09,2.9374950943394103e-09,9.91951152864601e-09,4.868908453595996e-10,1.0371573907956294e-10
TPI1,4.834499704212659e-08,1.0563163583949479e-09,2.4105774231388926e-09,8.653467903467167e-09,7.966017576946561e-09,2.904962451422538e-09,8.907160953835743e-09,9.252771110971769e-10,1.8274940574113862e-11
DET1,4.451791235524078e-08,1.4113341410161723e-09,1.7072338808150953e-09,8.469447098524463e-09,1.0333827015840619e-08,2.2685287409141425e-09,9.595951868127373e-09,1.1519723492959792e-09,1.538626339433331e-10
DBF4,3.798805510319048e-08,1.9963549022560106e-09,1.6787515391388366e-09,9.30691901430842e-09,8.640137437648547e-09,3.054377053512319e-09,7.965249648227605e-09,6.43234640635985e-10,1.4470842381810048e-10
CDC34,4.0152587546276204e-08,2.7831775320052478e-09,1.8564220318398383e-09,9.844394412673622e-09,9.539020791719464e-09,3.4374667921563342e-09,1.0128126046173124e-08,7.840919488989275e-11,9.064106631008645e-12
PST1,5.32103847030321e-08,2.196552416436998e-09,4.169063536515511e-09,7.450794106842007e-09,1.0722679479870048e-08,1.5902891521386116e-09,7.0314573754021115e-09,2.0443107944020588e-11,4.9990475761177205e-12
EMC10,5.6670776710244035e-08,1.8286600311987565e-09,4.568448685184078e-09,8.23078189425781e-09,8.793942582912286e-09,1.518954805054993e-09,8.196588634354808e-09,2.264166468607696e-11,1.8909720540133904e-11
YOS9,5.519738011422019e-08,2.090852129684952e-09,4.1696256591883645e-09,8.730257947416996e-09,7.905960489100849e-09,1.4589410790469676e-09,8.024665357935002e-09,3.0746364422425027e-11,7.047032767070588e-13
TGL2,5.5912923114273074e-08,2.0545377891321636e-09,3.7138944722692324e-09,9.358247741287115e-09,8.789035389726607e-09,7.386607039618729e-10,8.147652500461866e-09,5.021026846939911e-11,1.8445851794963108e-11
UBC5,5.818891282495052e-08,2.006851227590255e-09,4.607871163774433e-09,8.464907538310482e-09,8.889704609161163e-09,5.23592245862686e-10,9.231028068636554e-09,5.002576156706198e-11,4.42384917220623e-11
MAK21,6.24472338155836e-08,1.447726522776991e-09,4.875431338957849e-09,9.004881191248097e-09,8.185520933766175e-09,1.0243309310591565e-09,9.28390066556665e-09,6.940107044970025e-11,2.2130956981672532e-10
YDR061W,6.209573710339755e-08,9.354999936277725e-10,3.92368084315577e-09,9.638605493887512e-09,6.192950619935258e-09,1.9414207058056535e-09,9.961618003426424e-09,4.865783385543281e-11,1.605393645885622e-10
LCB2,6.154251452374913e-08,7.057815265699477e-10,3.4238328238819225e-09,1.0636114640791969e-08,4.552983412860874e-09,3.1205136752423473e-09,9.835674582776844e-09,8.026621916517572e-11,2.35410459427437e-10
AIM7,6.284231294524007e-08,6.763283854800373e-10,5.34775985612664e-09,9.222841667897387e-09,4.2019506016394365e-09,4.241047477900204e-09,1.1627877213024466e-08,1.4139203123036535e-11,1.7900352806990604e-11
RPS13,6.482240863966832e-08,7.718975895819006e-10,5.248605077760936e-09,8.726645953470065e-09,4.2775114317556904e-09,4.1226243615092175e-09,1.2237339624829128e-08,4.295017455486768e-11,1.1032336290064415e-11
RRG1,6.67367564763787e-08,1.0414032780823e-09,5.0099505847196165e-09,7.997522858526458e-09,4.776781201969644e-09,4.300828160215344e-09,1.1751659046065331e-08,2.915851604538479e-11,1.086286573828745e-12
RTR2,6.648918677734563e-08,1.0177711438747057e-09,4.895118707956683e-09,7.4323364964871175e-09,4.612879425619308e-09,4.107305744958755e-09,1.1135614024505125e-08,1.76318783719e-11,2.6825497470285584e-12
OCA6,6.508917443571587e-08,9.8588421864652e-10,5.383455406053378e-09,7.3614727274626774e-09,4.742847461094118e-09,4.3299358935197736e-09,1.0952223992903477e-08,5.3238551177115976e-11,5.2508825135622935e-12
DOS2,6.57527786865735e-08,8.777252991706406e-10,5.8613560603476445e-09,7.730437018981248e-09,5.155791742861225e-09,4.260444520945117e-09,1.0607241839810312e-08,1.1102640672993898e-10,1.6365567163263103e-12
DOA4,6.662519751046454e-08,8.910874381586346e-10,6.6343542852735436e-09,8.159236478042686e-09,5.203664533824672e-09,3.883970974016655e-09,9.786007045106673e-09,2.9935767096537406e-10,3.920114437619554e-11
FMP16,6.804363136125048e-08,7.263849811789753e-10,7.324037701909019e-09,1.19787397112019e-08,3.748288686618618e-09,4.8974028368484984e-09,1.0096570128650163e-08,2.3350320873346215e-10,1.9468145413545095e-10
PAA1,6.791295197954166e-08,4.858552263082694e-10,7.028457873494122e-09,1.2091403192000255e-08,3.263899960690879e-09,4.998634346200025e-09,1.1119931650316284e-08,2.091171902196632e-10,7.636753115230689e-11
IPT1,5.828063485851175e-08,9.367407141195702e-10,5.601921808234277e-09,1.2890846975538794e-08,1.2521412602279838e-09,5.571641706941963e-09,1.0840540402623137e-08,3.897895610181225e-10,8.548230953126418e-10
SNF11,5.4348780938164026e-08,1.2035262539947905e-09,5.417292052851428e-09,1.2425354699166085e-08,8.99165363123993e-10,5.454821564572443e-09,7.416647178119923e-09,4.5538336819390066e-10,2.280088912576742e-09
TPS2,5.3614766832169814e-08,1.0692653460898922e-09,6.540994224427156e-09,1.1920784325843106e-08,4.781053162188415e-10,6.211958692211017e-09,6.292462502495453e-09,3.2404715395887556e-10,2.2404212812645444e-09
PPH3,5.299494895367135e-08,1.8771581930247224e-10,5.089635289803257e-09,8.866078063513396e-09,1.743612486113482e-10,7.922661473705074e-09,5.025455622371845e-09,2.462827185121868e-10,2.8562550889293442e-09
RAD55,5.452946877315883e-08,1.0323164144690349e-10,3.0411775296993467e-09,9.064299163312244e-09,1.3840908587204782e-10,8.671591737647538e-09,4.12298355777554e-09,3.8268146622355654e-10,2.2439218112174108e-09
SED1,5.7620986623201764e-08,4.842537251753116e-11,3.854362305348464e-09,8.379105773310835e-09,8.15905293088502e-11,8.351142038402438e-09,2.4212999797171446e-09,2.0112464615634244e-10,3.311806637424688e-09
SHU2,5.618788090410842e-08,9.28853285447645e-11,4.387531774405236e-09,7.607389492096066e-09,1.794453298153329e-10,7.70827778307581e-09,1.875880720967069e-09,2.0267062675697598e-10,3.0509834162686868e-09
PET100,5.538481778484023e-08,1.003013465924453e-10,4.4227809163415426e-09,7.662261541067875e-09,2.34801081264855e-10,7.561503712660652e-09,1.855822977105299e-09,1.773265763819946e-10,2.8676904185619716e-09
TFB5,5.828901362725191e-08,2.710991434538483e-11,5.259522956003795e-09,6.17726329684103e-09,5.64503697854208e-10,7.200021052049788e-09,1.6554588009605079e-09,1.6566701604395826e-10,2.7612731338922872e-09
VPS41,5.916746776521609e-08,3.56666601349578e-11,5.3041773430881435e-09,6.125576928966279e-09,7.326807968173665e-10,7.553774330428779e-09,1.6978660974799006e-09,2.0481058205217062e-10,2.453419240230277e-09
PDC2,6.053190511011002e-08,1.2446773418860823e-10,5.361892973444974e-09,5.748316343872067e-09,1.0254994487938417e-09,8.066890944084343e-09,1.8667929264576614e-09,2.0234608742335828e-10,3.1435185441084883e-09
STN1,5.482734480244981e-08,1.8977023365176432e-11,3.4473995022183025e-09,5.3271731334224685e-09,1.538874573434539e-09,7.439214940809202e-09,3.0907201430532705e-09,1.398583860709897e-11,4.8746630407814385e-09
RRP8,5.463187717934411e-08,1.840451202278509e-11,2.083832262146843e-09,6.245853711549033e-09,1.416998693472873e-09,7.72877907140469e-09,2.195932823582198e-09,4.555139462040579e-12,4.558002840150895e-09
TVP23,4.8865981038103055e-08,1.314269567919014e-11,3.779644160549949e-09,7.130279663345779e-09,1.2061942358224077e-09,6.926519088782365e-09,1.3735840321119944e-09,1.2165943549724568e-11,2.359676619874973e-09
AFR1,4.6621980486265984e-08,1.9914582128695228e-10,5.094372737814721e-09,6.383307437747875e-09,5.407768779567878e-10,8.824380943333722e-09,8.208901016070204e-10,2.5868875163405676e-10,2.2955852020314307e-09
SSS1,4.3570738525040085e-08,2.522642281593903e-10,4.919741420366472e-09,5.903100301211034e-09,3.94794243561182e-10,8.64835262059302e-09,6.820782897216736e-10,2.8166374663902594e-10,1.8544667295836527e-09
RRP1,4.008693112547694e-08,2.8032766527559863e-10,5.956539744700019e-09,7.091409546453595e-09,1.9699659184405814e-11,1.1261227612393689e-08,4.1382649645799595e-10,2.708609213596729e-10,1.8400837081791562e-09
