gene1	gene2	mean_VC
RPS21B	SFG1	2.0049346850739185e-10
ARH1	MIN9	1.6018073464787219e-10
MAD2	GAS3	6.22409116522419e-10
ARG7	PUT4	2.0155596447052185e-09
PMT5	YOL118C	8.831873114767189e-10
YFR057W	STT4	7.355630471346813e-10
GPI10	RTG1	2.3873862481301984e-09
PAU10	YGR130C	2.8498304925637567e-09
RRN10	SRM1	8.216497107585585e-11
YKR032W	MSA1	1.8527064342364775e-10
GCD11	GDB1	1.4556902732239322e-09
YOR111W	THI6	2.4305496067266614e-10
YBR238C	YOR062C	9.141198802570368e-11
YLL056C	BAG7	4.435197483276351e-10
GPI1	YOR192C-C	1.3557233795418593e-09
DNF1	AZF1	4.47127592442135e-11
MET6	PER33	4.715779688193085e-10
VPS41	BEM2	7.215518420219966e-10
GAL83	RNR4	5.685744744781775e-11
SUR7	PTP2	2.204443143084335e-09
MRH4	DFG10	7.940694558314814e-11
TAE1	RPS25B	3.3320354688734324e-09
URA2	LIP2	8.115295056733832e-11
HMG1	DFG16	4.783327386210449e-11
PCL1	YNL193W	2.3450564221797453e-09
IZH1	YJR115W	2.1095579694470392e-10
BDH2	KHA1	5.246527697753921e-11
CDC36	NOP10	3.825560479259553e-12
GPI14	YOR376W-A	5.3839828505504895e-09
RPN14	PRE2	1.795247243974899e-10
SRD1	GUD1	4.1779966328762504e-09
QCR7	VPS36	6.739076469256938e-11
SDD1	MEP2	1.6688550283052517e-10
SSA4	YHL005C	1.4588791588140743e-09
YNCE0018W	CQD2	5.4150329697431615e-09
SSP120	RAD10	1.507713932054799e-08
ARI1	TKL1	4.113888701848403e-09
NCP1	DID4	7.412261487622638e-11
RTN2	RNR4	5.127273659493633e-11
APA2	HOP1	1.1621451904395018e-10
YNCD0024C	RPP0	2.58501421727712e-10
GCD11	REC8	3.9336199268711116e-10
CWH41	STO1	1.6559659356215018e-10
YEL067C	THS1	7.948591999038339e-11
BOI1	SRY1	2.6447698622102944e-10
PEX10	HSP10	8.391389162688832e-10
SPC1	VHS3	9.282771419621919e-10
TRS85	NCA2	8.561511320341912e-10
PHO81	RAD50	2.7858024718223963e-11
PRM10	ISF1	2.333309028713065e-10
TRP4	AIM41	1.1258799084363264e-09
YER039C-A	FUS2	6.648611362493062e-10
HEM3	CAB3	5.018025192215316e-11
RPS9B	SEC24	9.291519051762182e-11
ORC6	USB1	8.785883975380698e-11
AHA1	BXI1	4.352840775349521e-10
USA1	CIT3	5.064336838951829e-10
PDA1	IMP4	3.0382116700852894e-11
MRPS35	MNN11	6.056588154566312e-10
TMA64	GLO4	1.555368308037022e-10
ARP2	TIF3	3.425887045805458e-10
DUR3	YLL056C	1.718332728816441e-10
MAC1	SMM1	5.417734195926889e-10
KCC4	COG8	6.513271074195672e-11
RUB1	CKA1	4.1766026322763564e-10
PPE1	RPN2	6.721724811605982e-10
ADD66	YPQ1	2.486988271467106e-09
NOP10	ZOD1	2.5430270690708465e-11
SRP14	RPS21A	1.3379862816971402e-10
PTC3	SLU7	7.336439459666556e-11
LAG1	YPT53	3.2041798226034565e-08
RCF2	ICL2	1.3908875616580486e-09
ASN2	YPR071W	1.3976380453542254e-09
SUC2	MIH1	1.0312176817242944e-10
SWF1	FKH2	7.373339893277084e-11
VMA11	RTC6	1.105897509891626e-09
RPL10	SGT2	2.2558412056583252e-10
YBR197C	ACF2	1.445331432121207e-09
YDR169C-A	OPT2	5.9156871504488036e-09
DOS2	SEC8	9.218816538543106e-12
CPP3	YDC1	2.5053594920013483e-09
CCC2	EFM1	8.763193354642268e-10
PTR2	NOP4	4.094592782485879e-09
YCS4	DAK1	2.171451006458779e-11
RPS6B	PAN3	3.7215897062542356e-11
ATP25	DYN3	1.4375785839698926e-11
HIR2	CQD1	6.136702421772279e-10
IFA38	CDC3	8.065792281732195e-11
MUM2	SOK2	4.1189050234477964e-10
COX18	OYE3	2.6743421641887874e-09
TCM62	OSW7	1.0238459084057555e-09
FMP16	LOS1	7.797185541083845e-10
TOH1	TSR2	4.114448294275274e-11
SEC18	MLO1	8.203594552267665e-10
HXT1	AIM29	4.627156927025081e-10
MSN4	IRS4	1.8932167648215244e-09
DOG2	EFM4	5.198734085833571e-11
RRT2	YMR155W	5.698083500038802e-11
MET5	SCS7	1.8663430420356963e-09
MAM1	PTH1	6.994596187116304e-11
SWC4	VIK1	7.900032205436085e-09
RSM7	HUA2	2.443800022527739e-09
HCS1	VRP1	1.1462984587261351e-10
RIM15	YNR065C	1.3199259213524614e-09
RTK1	KDX1	5.59856783706477e-10
YPT52	FYV12	5.820331626058974e-09
PDX1	CCT5	6.218265630585485e-10
VTC5	MHP1	1.2495212981370124e-10
YDL009C	YLR379W-A	8.206650501344902e-12
GEA1	COQ2	2.5019511859103726e-10
MTC3	YLR146W-A	3.165953104342539e-10
MRH4	BAT1	1.437067423904605e-09
VPS1	APP1	4.3771512788694946e-09
YPK1	PDS5	8.492179807052022e-11
PUP3	BAS1	3.642234586797336e-09
DMC1	IBA57	3.1042798515959607e-10
PET9	SPC19	2.3375847062218813e-10
YGL193C	SUV3	3.0457995792718045e-09
LSO1	YNCO0002W	4.9480722753646156e-09
YJL132W	ENV7	1.2109917101441227e-09
FYV12	IQG1	8.044509054568865e-10
AIP5	CDA2	9.084659225199383e-11
MSH5	SRM1	1.7294672668906923e-10
APC11	MLG1	9.35094966120973e-10
YLR365W	YPR148C	2.3796407567062954e-09
UTR4	LNP1	6.489997303581429e-10
YKL097C	YOR131C	4.6133618702502364e-10
SPO14	ECM38	3.2438780490794627e-10
GUK1	SWI6	2.4872293690473245e-12
DPB4	FAR1	2.5651351472421154e-10
DUN1	KES1	9.801209857203036e-10
TRS65	STR2	1.772181423300059e-10
NTC20	ASI1	2.40444933035409e-10
YHR022C	SNF2	2.0266096041629355e-09
TPA1	PRK1	1.0257422029133544e-11
YBR062C	YNR014W	3.759261440886296e-10
RRP46	YGR161W-C	2.575672797421617e-09
ATF2	YSC83	1.0081554906675645e-10
COX18	YMR099C	3.869955640291143e-12
KIP1	GDA1	3.135832379868567e-09
GPA1	MCO6	1.0417540401681969e-09
HHT1	TOM70	1.2916284621152212e-09
PDP3	SEG1	5.385440252688291e-11
PRO2	FRE5	1.7246157592874907e-09
HUR1	YPL162C	2.4828234140896623e-10
OST5	ECM30	5.992532227567867e-09
YSP3	MET31	6.44049589847685e-12
CWC24	YPL088W	1.0229830187772334e-09
YHR175W-A	HRD3	1.7744861440046906e-10
NVJ1	VPS13	1.0426648155062536e-09
IZH3	SEC59	9.72166980722098e-10
COQ6	RIX7	4.628797057977217e-11
YJR096W	DED1	1.1304973476301899e-10
CCT4	TFA2	5.239165169966962e-11
RPL27B	NNF1	2.8197515385938146e-09
YHI9	FYV12	7.504992220947909e-10
DIT1	LCL1	7.944303194075943e-09
DET1	HMI1	4.391657757788765e-10
NNR1	ISN1	1.7594156666177816e-09
YCF1	HUL4	5.62188885233136e-10
SKI6	MCO12	3.4705975338555914e-09
CHO2	MSC6	1.7582639652414492e-10
FLX1	PHA2	1.211412856554304e-10
KAR4	ATG21	1.9249806777680903e-09
VPS20	HER2	7.569905112899244e-10
MRX15	MED1	1.620561488567379e-09
FUB1	ARG7	4.058229864451525e-09
CHS3	YPT1	1.2705379594674393e-09
ECM5	CIN2	1.9138520698028953e-10
GBP2	GYP5	1.499795051564449e-10
MIN9	CHS1	4.190308325279824e-09
CPR4	NPP2	3.276517371724811e-10
CSM1	SPC34	3.494443083295674e-11
SPO22	PPT2	1.4077197609898594e-10
YBR072C-A	YHR078W	8.200327832844876e-10
COG6	ASN1	2.677947109064597e-10
HEH2	ADI1	7.298284440665834e-11
YGR054W	ATP14	4.016633201612873e-09
AVT1	MGL2	6.281588461215608e-10
IRC8	SER1	4.163125483816797e-10
SPG1	HYM1	1.259307030504061e-10
SPO21	PXA1	4.749129389498002e-11
MAK10	RPS29A	2.3874323789982813e-10
PEX27	TIF6	1.0405013484917994e-09
NUP60	TAH11	5.881068127915844e-10
KRR1	SIS2	1.5453102007000512e-09
MHR1	EAF3	2.042653982623389e-09
ATG15	MGT1	3.237756837737652e-10
FPR4	PIN2	2.6337888088853663e-10
TMN3	ROG1	5.674291471684894e-12
DOG1	HPA2	1.5136037127306507e-11
CDC14	IRC6	1.091115129496961e-09
RFC5	RCF2	2.479936829862792e-10
DPL1	COY1	1.3606843668241183e-10
DIA3	REG1	2.178866616142837e-11
RSC2	FMP30	9.973651909898964e-11
PNP1	CCW14	2.1604330526566994e-08
DIP2	IES2	3.983744054416676e-09
YDR514C	NUP100	4.237161928260751e-11
NRG1	VEL1	8.787863848851064e-11
SPC1	UIP5	1.1080964440613627e-09
YFR012W-A	PLB2	2.2417208739193023e-10
YHR078W	PUL4	1.1296795492997815e-11
RPT2	RTF1	1.7829809180102724e-10
THP2	RPP0	3.523090582611079e-10
MPC1	UBR1	1.3599389808741946e-09
PHO2	RSC4	4.946479264697465e-11
HSL1	HFA1	2.7293809806862856e-10
VPS54	RSB1	6.48309486829022e-09
DSF2	RPC10	6.829380892548596e-10
BPH1	PLC1	4.622550143767579e-10
CWH43	IES3	5.800262047243462e-10
ENA1	DMC1	6.234088985130385e-11
BOL3	NUP1	6.930699853355699e-10
ATS1	YEL1	2.006249657840894e-09
PAU16	TFS1	7.135193219409815e-10
RDH54	LOH1	1.6865390874347834e-11
RKM1	YPL162C	1.4195432262022219e-09
NOP6	PET309	2.1382988847780787e-10
CAK1	KEX1	2.4378014644064634e-09
KGD4	BRE5	8.387317764104215e-10
NNF2	SLP1	6.215929448132571e-12
PST1	ANR2	3.1881868118095284e-10
CAJ1	YPR170W-B	3.127573170947587e-10
RPL22A	FMP30	2.4871007688878413e-09
GCN20	YPK2	5.052346244214013e-10
IOC3	COQ3	3.5473268636082925e-10
YEA6	TIF34	1.187548726625688e-10
RXT2	NPL4	4.343340873901025e-11
CFT1	MPC54	3.4858668511911344e-10
PFD1	TMA22	2.525965673558243e-10
TRM82	ARC19	9.085603714955397e-11
CDC26	NHP6A	4.092810152322104e-10
RAD3	ALG6	1.3440331812817375e-09
SED1	PET494	4.700958629746191e-10
JHD1	YGL159W	5.520946757376717e-11
SRP21	RNH1	8.425036135742409e-10
ECM22	SNF2	1.3026273825871488e-09
CTA1	ALD2	1.2512359912269663e-09
FIG2	PRE10	5.2015337523103455e-09
MAS2	ABF1	1.5260968569363333e-09
IRC4	PAU17	7.873870717019862e-11
GOS1	COG6	2.5327938841802232e-09
POX1	STE11	3.123433361091292e-10
MSI1	SIS2	4.3300659790328356e-10
DFP3	PGA2	3.0687540937620644e-11
FMP16	YPR071W	3.259629535870706e-12
MED2	YOR012W	7.115751798085367e-11
VPS25	DIA2	6.192404472876343e-11
PUS1	GLR1	6.423660046381539e-11
YOR029W	UBP2	4.242528784836453e-12
DBP9	MOD5	6.652083903356016e-09
HNM1	TIR3	4.775295674543579e-12
DIG2	YJR098C	3.0527619821665707e-09
RPL28	ALD2	2.0898343721421503e-11
HAL5	RPS18B	4.247040216778452e-09
STE11	FAR3	7.342874488518509e-11
GET3	SMC4	6.09588952139124e-11
CST26	YIP3	3.459572508878876e-10
SAC6	NCE103	2.3713912849173456e-10
CPA2	USV1	1.967299727224565e-11
ECM22	DBP2	1.4208947899384113e-09
MHP1	PET494	2.303481924624623e-10
ATG22	IRC24	3.6150263129573597e-09
PGI1	WHI5	6.826747338190254e-11
GPD1	SPT16	1.8774176318148457e-09
MAD2	EAF3	2.1404652091962392e-10
DFR1	COX11	5.949438139587449e-09
GAT1	MLO127	1.8544832983942896e-09
ENP1	PNO1	2.0261422083454707e-11
SLM4	VVS1	5.01456398049515e-10
DLS1	SAM1	5.370903196603586e-09
POX1	YPT52	1.4661332378201594e-10
PCA1	SYC1	1.1524147637630256e-08
MIH1	MPD2	3.970019537898071e-08
FAB1	ETT1	7.100012713731938e-11
ADE16	ADH1	1.013987499501007e-10
YBR219C	UFD1	2.3456096391035014e-09
DOA4	ROY1	2.9005228330062306e-11
SAP4	UTP8	4.12803151197019e-10
LYS20	JJJ3	1.7992263075136715e-10
TYW3	SNF12	9.802484489562252e-09
CKB1	RDS2	3.0379107412883606e-09
RIB1	PCS60	8.504585033767434e-10
TRP5	USB1	1.1372873562894898e-09
CHL4	RPL39	2.9324877447351594e-09
ATS1	NPR3	3.244931277662088e-10
UBP6	FAT3	5.031995498451255e-11
PMT6	VPS34	1.0931344676759201e-10
RIC1	GAS2	1.1882455792491818e-10
YBR219C	FCY2	5.0641920426815414e-11
PAU10	CUR1	1.1623252181329188e-09
MYO1	MRPL6	2.206295055113971e-11
PIF1	FRK1	1.3876990172657314e-09
PNC1	PRE3	2.666046620447295e-10
SHQ1	GAG1	8.007772552186847e-10
BNA4	GTR1	1.8619401069597543e-09
CSF1	RPL6B	8.467388589545118e-11
YGL194C-A	MMF1	2.1459302535632324e-12
HXT1	SUN4	1.1143198931471064e-08
SCS22	DPB2	6.138613406238622e-11
YBR196C-A	RPS30A	1.222552601565107e-10
RPB7	ADD37	7.420806744881845e-10
RTN2	RPL24B	4.847378026083572e-11
PRP42	PRP28	1.1285329194043187e-10
IES5	MTQ1	9.963012958458074e-09
YDL241W	ZRT1	7.335779810288908e-10
COS9	YRM1	1.6516260729789635e-11
RAD3	YHR131C	7.186824707458743e-10
YIR018C-A	CDC25	1.288718136542885e-10
DCG1	YRR1	5.379901751648698e-10
YAP5	KES1	1.0289009964306902e-09
HMO1	YHR175W-A	2.198761944883363e-09
DPL1	NNT1	1.7711899078961927e-10
PBP4	ALG2	3.419390944683567e-11
MSO1	YOR365C	3.30395772650293e-10
CIN10	KXD1	3.1263114651935184e-09
MRPS9	PHO80	1.428611299966372e-09
ERG24	RIA1	5.232810613430729e-10
SCC2	VPS64	2.5432137576892867e-10
ARL1	PCT1	1.0149553345398793e-09
RTF1	MSC3	6.174604497421199e-10
MFG1	ASM4	2.7066195437440454e-10
PRS3	SAM37	3.6167395937033466e-11
YLR030W	SEC14	9.82778575363073e-10
AVT2	MGR3	4.687345428249496e-11
RPL21A	RRP9	1.1881451360049533e-09
YIP4	YGK3	2.0968546153686416e-09
NMA2	MIR1	1.0575353798400435e-09
AME1	KIP2	6.908624421325016e-10
ECM13	ZRG8	7.425574249321388e-10
SSF1	CAB3	2.9625674302928044e-10
VTC2	BYE1	1.401736799495412e-11
MPC1	UPA2	1.5107997159616618e-09
FRM2	CQD2	5.25606382376229e-10
ARB1	HOG1	2.5945431585711237e-09
SWI3	MDY2	4.84877617793365e-10
ATG15	PSD2	1.457548032878827e-09
RMR1	RRT6	1.3910549407081435e-09
MRPL31	SEG1	1.8781659328215404e-10
PRP6	MUB1	2.3245694385440587e-09
NOP6	ECM12	3.429114218171796e-11
ECM3	OPT2	5.38590218711803e-11
HXT8	ATP15	3.0459021259780123e-10
SOM1	LSM4	2.8321430055847805e-10
MOG1	YOR283W	1.300786956925728e-11
KCC4	VPS64	1.3682319367505778e-10
TUP1	INA1	8.39022017316224e-10
TOP1	PNO1	1.9906675873594756e-09
POP8	ALR2	7.793800787223307e-11
NNF1	SNF7	4.4270645246422884e-08
POP7	HHY1	1.1893185189475527e-09
YDR124W	CPD1	2.0970448767937778e-10
SPO7	APC2	9.954998250368477e-11
PRP45	BMS1	2.8804278405515686e-09
YCP4	CLB4	3.5967748845496323e-10
MHR1	OYE3	2.2205607684521676e-09
MAK5	TIF4631	2.671145640227593e-10
YOR268C	HRR25	9.126229294016324e-11
RER2	DLD1	3.224712406867363e-10
YNL194C	SPO19	4.6025551841618806e-09
YIL012W	PEX13	5.277123686703526e-10
COQ9	GCV2	1.875785951196351e-10
MAL13	YNL042W-B	2.443834837684375e-09
VMA22	LPX2	8.611038374747803e-10
DFG5	CBK1	1.4999655722857325e-09
ARB1	RRP5	7.350067809372777e-11
TGL4	DDP1	3.984695001736736e-09
AFG1	PTI1	1.22071880444272e-11
HSP12	MGA2	1.155798943098583e-09
YHR140W	UCC1	5.278098862083128e-09
RTT105	SFI1	4.495016106363318e-09
IPP1	ERG5	4.694361974525831e-10
POL5	BCK1	1.0844298520868135e-11
DER1	ABZ2	3.9229310212729104e-10
VPS36	RFC1	1.0100704585608792e-08
HGH1	CIS1	2.4117742182212707e-10
CNL1	DBP7	1.2155320249302171e-11
PMA1	FBP1	1.3006312987015577e-09
SEC65	WAR1	1.2032400927988722e-09
CEF1	PRC1	4.46587631514954e-09
UCC1	JLP2	1.2173377567837501e-09
FPS1	YMR321C	1.3233479056119418e-10
DAN1	SBA1	1.4006402634586754e-09
NHX1	NKP2	4.245243066278104e-10
CWH41	VAM3	7.793182159821052e-11
UPF3	YHR022C-A	1.0143409674935066e-11
TOS3	AIM44	8.445244830216531e-10
ROG1	RPL8B	3.1095873685137815e-10
FET4	YPK9	5.218166488559974e-10
PET309	AFG2	2.759170290968839e-09
ORM1	BET4	4.744500221960744e-09
FDC1	YLR264C-A	2.183134141213759e-10
NGG1	POL2	2.434938041215238e-09
CEF1	DFR1	6.312268021859179e-09
DPB11	TSR2	5.933368690298599e-09
DUG2	NBP35	2.164285730052311e-11
YGR079W	VPH2	1.1951117277946373e-09
CEM1	SCD5	1.3681067603749142e-08
CBF5	RCL1	8.391388720822279e-10
CDC26	SOK2	6.355350010729995e-10
CST26	YMR122C	1.8048262480337294e-11
ALK1	MMR1	2.6400681936210956e-09
AGX1	REV3	3.7672764582824784e-10
FMC1	RKM1	2.363910231687989e-09
HIS1	GAS2	1.2898677172380435e-09
ARC1	SSU1	3.1398078631658757e-10
AFG3	TUS1	1.1509053711858292e-08
RPA12	MRPL10	5.731017541494731e-10
SNX41	YHR020W	3.057875026250184e-10
MNN14	PMS1	6.660688871515353e-09
SUP45	YOR111W	5.308537747388467e-10
CSM1	EMC10	2.927854283460101e-10
MNN2	SYO1	5.774176366942062e-09
YAR035C-A	VAC17	2.911666833708402e-10
NOP1	FAS1	1.8252547550498556e-10
PET191	GLG1	8.356566985284294e-11
BIM1	GEP7	1.6172128765435227e-10
RPL26B	RNR2	3.209526572852476e-09
OCA4	AQY2	7.736388131270185e-10
HIT1	HST2	1.7577827929595947e-09
ATG16	SSB2	7.665361212840483e-11
BLM10	HAP4	1.0416378148365883e-10
ELO1	NUP82	4.99010546746103e-11
RLI1	CHP1	2.1797192197492545e-09
GAL83	UBC6	9.91265325072061e-10
RPS26B	ERO1	1.4392230610437486e-09
PHM6	RGA1	6.646982031801233e-09
AIM10	BER1	3.1497425811960443e-09
KRE5	NEW1	3.7173345045736655e-10
ATG45	TOF1	1.0990987154523735e-10
MFB1	SMF2	1.135882864515163e-09
YEL028W	FDO1	3.647745104573828e-09
ECM31	EMC10	1.996338881437292e-12
PHO8	YPS3	6.428977093557502e-10
REX3	PDR16	2.828057905120067e-09
SEC53	YNL190W	9.768883837513273e-10
COQ1	SUT2	1.247834513552322e-11
HSU1	YKU80	2.1495466753858087e-09
KAP120	HAT1	1.0897844262807156e-09
KGD4	PAH1	1.014988719158888e-10
RER2	YNL019C	1.9154211993012526e-10
MNR2	COX10	6.663094864351603e-10
RXT3	YPF1	5.137175085541901e-11
TIM22	IRC25	7.158931881330843e-11
YDR476C	MIC19	1.1156517630523003e-09
TOK1	CMG1	2.5854326044364085e-09
REF2	PAC2	4.4304371657900964e-11
TAF6	SOD1	1.3471613313536561e-09
SRP14	TOH1	1.5381036349731208e-09
GAP1	ACC1	4.29691066001228e-10
PET9	SMK1	1.7129571633232054e-09
FMP10	SEC65	1.2658512871492381e-09
IPI1	FRA1	2.841255117376343e-10
SUA5	PSK2	3.0031476906784533e-10
CKA1	YOR019W	3.983669997582473e-11
CHS2	COG5	9.095370070432497e-11
BCK2	ACF4	2.4436126614057342e-11
YBR292C	YHL037C	2.208873221391361e-10
PTH1	TAD2	1.5366830567313306e-09
FAR8	MIN3	5.79017732691527e-11
MBA1	DGR2	8.842106422766087e-11
YIL102C-A	URA10	1.787633275708449e-10
CYK3	KKQ8	3.4015800341940565e-10
IML3	FRT1	1.965038864652974e-09
TEL1	BNA7	3.421311473467445e-10
UTP20	SSE1	1.0838618458506701e-09
YJL070C	SRN2	5.175381659466102e-10
MF(ALPHA)2	IST1	1.5586100856710164e-10
HOG1	IFH1	9.496345850316829e-11
YSW1	AYR1	3.4565794241343e-11
CTK1	XYL2	1.2440713396987321e-09
EMC6	AIM39	1.7062296920370836e-11
RPS29A	PRM6	2.1075310518220725e-09
UTP6	SMY1	1.066336556737902e-09
YHR175W-A	RGT1	3.2167210072384134e-10
YIP5	TEA1	5.37034038486326e-10
FAF1	NOP2	6.104369853084611e-12
RAM1	UBP7	3.6011702784364116e-10
MRK1	SPG5	3.7420229010727863e-10
YJR084W	YOL085C	2.2972628568562313e-09
YBR032W	GTB1	2.7180066972976895e-11
HOM2	URH1	5.333086925126784e-10
UGX2	RPL14B	6.409715311071497e-10
UBP6	OSW2	1.8921454356648217e-11
SRB8	SAH1	6.684817024073544e-11
UPA1	KAP120	1.5692552798013248e-08
YDL159W-A	FAD1	5.364687563963529e-10
ECM21	SEC17	6.2425720822862855e-09
HEM3	CUE2	3.4017895587860125e-11
HMF1	ECM23	6.707536597996437e-11
MTR2	DYN3	2.2467725834598065e-10
MKC7	MRPL35	2.357587275974704e-11
FUS1	EMI2	3.2231848447375273e-09
TMA17	LIF1	1.8499149186195022e-11
YRB1	SEC15	1.2623326301470866e-10
MYO4	NTH1	4.316990106453641e-09
PFK1	FAR8	2.3718910486130056e-11
HSM3	SEC9	2.609078380116542e-09
CDC48	HMX1	7.889580319252266e-11
YJR098C	CRC1	2.2379733742296003e-11
RAD54	WHI3	3.5324914152498018e-09
CUE3	SNF12	3.2777001011970595e-10
OST5	CAF120	1.7210405286377313e-09
OPT1	TEF1	3.944211183307741e-09
RBK1	ASI1	3.078770113364325e-10
KAP114	RFC4	8.977162877158925e-11
SSA1	HNT1	4.205457490262406e-10
DEG1	MLC1	4.758466979765863e-11
HAT2	ERG9	3.619661215348617e-11
ISU2	RLM1	1.2314024997893066e-09
YDR344C	GCN1	3.327264126054762e-09
CMR1	CHC1	4.927692700650516e-11
KIP3	ABM1	1.632745192992073e-09
DSE1	XKS1	2.101141560474547e-09
PUT7	ASA1	2.4916361093802963e-09
PBS2	HPA2	5.735892624639735e-09
ECM30	TPT1	2.112005763930347e-09
CTT1	SEC11	2.0570415817653695e-09
RRP4	RPS17A	9.008996559571658e-10
OPI1	MDM35	3.166388319640638e-10
SWD1	YOR111W	8.507264983866245e-10
PPE1	TIM44	6.19153134456856e-11
FUB1	BOI2	1.4896675685963953e-09
MATALPHA2	YIH1	4.515897818227702e-10
MPE1	ATG3	1.2115351210293867e-10
FEN2	MVP1	2.6943812338183354e-10
UBP1	YMR155W	2.342210177918432e-10
SNR56	SLM3	4.3768105997575e-10
EAF6	APL4	5.736792335639317e-10
CDC50	BAS1	3.557601411540257e-09
RGD3	YPL152W-A	3.656062181945313e-09
EMC2	CIK1	2.640972148069119e-10
YKR070W	PGA2	3.335142723567045e-09
SNF7	PUL4	1.8556880487348213e-09
SRS2	YNL058C	5.511662763196063e-11
RAD26	FSF1	5.2423035166356114e-11
RPS26A	SNG1	2.407441863962651e-09
OTU1	AGC1	1.2007485310318397e-09
MIN7	RQT4	2.3677187678774796e-09
BER1	YNL320W	8.59457398513431e-11
TTI2	GAS1	4.023252612239693e-09
ILV5	AAD14	1.7995173318718257e-10
EFR3	FIG4	2.397595764962717e-10
DLD3	FIR1	6.774887238098404e-10
SKG3	ZOD1	2.1002691712889983e-10
FMP23	AGE1	8.685047340073833e-10
ARP3	ACE2	3.4061502366906486e-09
NUG1	SFH1	3.8372021937122e-09
COR1	PAU17	1.4344384593144007e-10
STE2	ARG80	6.712921504280102e-11
SBH2	SNR51	4.359060100731481e-09
HFM1	UPF3	1.9131559652295742e-09
RPL19B	YDR034C-A	5.139250956282631e-11
CQD2	KEX2	9.376765373672298e-09
YER010C	RPI1	7.233929820591617e-10
ARC1	SRP21	2.0751104788111644e-09
GAL10	MVD1	1.9518443083218586e-10
AIM10	VPS63	1.4020620078397101e-08
YHC3	YOR302W	3.226389378807492e-10
XKS1	YIL055C	1.555578118900918e-10
COX13	SAL1	8.501422918886511e-11
TAP42	BIO3	1.140999549000535e-12
UBC6	FAR3	4.213141726357371e-11
HTL1	MLF3	1.3095837625009064e-10
SWI5	BCH2	1.0154893557094026e-09
AIM6	VPS70	1.606759698426069e-08
MBB1	DUG3	5.954970510821152e-11
IRC4	TNA1	1.44157426424027e-10
URK1	DNL4	1.9844689242887495e-09
GID10	NAB6	3.98653533346289e-09
YBL055C	YNL042W-B	8.297028505164611e-11
PTC2	BBC1	1.543656382567275e-10
POL31	HAP4	8.552151286409373e-10
ASP1	TRM12	3.922718748581079e-09
STE14	TIF3	5.817662398588504e-09
VID28	OST2	1.4694029707728368e-09
CUE2	OSW2	1.2027841079405032e-10
NCB2	POM34	3.1734269887023694e-09
SSU72	UIP4	2.636274388582671e-09
FUS3	BUD31	7.712633753628772e-10
SDO1	INP2	1.7233454162051267e-09
MYO1	BUL2	5.544193485827595e-09
SWC4	YJR151W-A	3.0821131004777566e-11
SDA1	MDE1	1.93636992071929e-10
ULP2	SLZ1	1.0479355764913475e-09
MBR1	RAD17	2.5213716142034678e-11
SPE1	YPL071C	1.720022556474033e-10
CIN10	RRT6	3.0274398472679274e-10
RSM7	MRP51	5.9151574843719105e-09
ADE3	NVJ2	7.867375537286371e-10
UPA1	INM1	2.6613516410379064e-10
MTQ1	IPL1	7.020375786456771e-12
HTA2	BNI1	9.258964975371734e-10
RAD26	RTG1	6.84617714473675e-10
RSM10	TAG1	3.411873787169442e-09
YEL009C-A	YMR1	2.8878506683940616e-10
KIN28	KTR1	1.3773855177180943e-09
YMR315W-A	YNL040W	1.4320535491776637e-09
AIM6	POT1	1.862360012744615e-09
THI7	MRPS17	1.438093304497668e-10
YGL159W	HOP1	5.585043686924097e-12
CIN8	SDH2	7.32727464237692e-11
CTO1	POP1	2.0550569337260553e-10
RSR1	RPN1	5.230067346499757e-11
FUN12	FRE2	2.963853198262995e-09
YSR3	SPC98	1.8145870065344974e-10
HYP2	CHP1	1.5542889290472821e-09
DPH1	SFC1	7.123271777653873e-10
POL32	INP52	6.990429353964131e-10
LCL3	YRR1	2.12056789035674e-09
CHC1	NOC4	1.2860721846385504e-09
GPI11	YUR1	1.0997832256577692e-09
SYP1	GPI10	8.345726231284738e-10
HRP1	DBP5	3.433708713854056e-10
VMA10	YIL012W	1.9645060297336774e-09
BOS1	NTE1	1.5120713931709326e-11
CDC27	ASF1	6.419312459777763e-09
DST1	ATG7	1.513096008061804e-10
RPL12A	MRS3	7.626226793469908e-10
PRP6	MIS1	1.868249961329757e-09
LYS21	RPL6A	4.3127454834944655e-10
THI73	YNL320W	5.082570020375064e-10
PXP1	CVM1	3.6050818186289233e-09
TIS11	GPB1	5.7089600452291116e-11
VHR2	SNT309	4.1933307057550653e-10
POL32	GID8	4.2105692297876266e-10
TRM82	FYV10	7.266747320146014e-11
SER33	RKR1	1.7851543049288309e-09
ARC1	FMP42	4.988271279401515e-11
VFA1	YAP5	1.049293321940607e-09
URH1	CMR3	1.631439889597209e-09
MCM2	IBA57	1.2072773896149823e-09
PCA1	YDR344C	2.616374221403395e-09
PGU1	YOR338W	2.2444505723003737e-08
SSK1	SWT21	1.0987110806547316e-08
YEL073C	BFA1	5.987302250062176e-10
MEF1	SLY41	1.1083917960815736e-09
MRX18	ARA2	2.4872453620521216e-10
NMD5	MEC3	3.1002549586893825e-09
IGD1	YJR154W	1.5526948512724065e-09
MEC1	FAA3	1.2841555179738605e-09
XPT1	RTC6	3.895671213168151e-09
ECM31	TGS1	3.4579013731843146e-11
HIS4	PRS5	2.5282347270402364e-09
YDR444W	MRPS12	2.3642096404639773e-09
