gene1	gene2	mean_VC
IMG2	GCS1	8.917660180339522e-10
SNA2	PRO3	1.8072820476469526e-10
TVP15	HIR2	1.3682589392156024e-09
PMD1	RAD2	9.33352969552172e-11
RCR2	PXL1	1.223475672040836e-10
RAD27	TFA2	1.063213124327876e-09
TMA17	LSM3	7.094177221791967e-10
SHR3	DPC7	1.1682721432473409e-11
JIP3	SPO1	1.3734631727725487e-09
YCR051W	DSE3	2.7304509534544476e-10
NAB6	LPL1	5.158744461199877e-09
TPA1	GCD7	1.4755097370371847e-09
RPN4	YPK9	2.0711818247797127e-09
BIL2	MMT1	2.306180568597233e-09
PRP28	AIM11	6.1498958500440775e-09
HIP1	DBP8	7.018587926405801e-11
FRM2	GUT1	5.877678426834568e-10
GIP1	KEL3	3.2558923961105496e-09
PCA1	YIP1	6.9566946858939006e-09
BEM1	YNL165W	2.345445840434958e-10
TAF5	TPC1	9.975393074528543e-11
FIR1	SPG1	5.471204356980841e-11
GMC1	AIF1	6.227970488435395e-09
BUD4	RPS5	1.398404868603408e-09
CLB4	COQ11	1.1437827389690968e-09
UTP20	DSC2	2.4760950237211116e-09
UBP12	PBI2	1.8286383455765714e-11
CHS2	YLR460C	1.913172103458548e-09
GCS1	MCH5	5.324837757445992e-10
YBR182C-A	GUP1	1.1712941308326673e-09
YSW1	MSF1	7.377843755244654e-10
RPN14	SER2	6.534160981772818e-11
YNL034W	ECM23	8.938315368296065e-10
RFA1	UFD4	1.2037724899806543e-09
YDL114W	PHO85	1.8110213749095598e-10
SFI1	ATG34	6.127611984628107e-08
YER138W-A	YLR302C	6.15451264853144e-10
SMB1	TIM21	5.065509729528841e-10
BUD14	YOR161C-C	3.3113465306208787e-09
YIL163C	TIM44	8.788759311504591e-10
BMT6	FIT2	3.0724147924497456e-09
IFH1	RTG1	2.9815934307779e-12
UBC6	RPB9	1.1010009745271934e-09
FUR1	MCR1	1.8154199986304254e-09
CEG1	MCH2	7.849931973391888e-09
PRP8	RED1	4.1740701426960805e-10
SRP101	YIR021W-A	4.04519461262242e-11
MIS1	YMR206W	1.6527278270579884e-09
IMP1	MAM3	8.959780351973088e-11
YGL039W	PSY3	4.208186038317552e-10
UPC2	KAP114	5.776914323598587e-10
PGI1	CLB4	2.733016504302811e-10
RPA14	CGR1	1.2780938775155519e-09
GUP1	POC4	1.1443023160544885e-10
TAM41	UTP10	4.315223221992434e-10
BNA3	RDS3	3.797458721266578e-09
MLP1	RPD3	5.060681920930499e-10
EMC1	YGR210C	8.29254714982226e-11
LAM4	COX10	1.5022149204833347e-08
ENV11	RIB2	2.57140182137292e-09
CST26	AVT1	1.7791358232551144e-09
KIP1	GID10	1.2594540904906871e-09
ERJ5	ELF1	2.851539530668278e-11
STT3	PUL3	1.2217382527563226e-09
COS9	YLR225C	9.088702665682131e-10
RCK2	PPA2	4.5567965444625116e-10
UBP3	YPR196W	8.513741821710572e-10
INN1	YNL033W	2.3694603407075865e-10
NSL1	SCD6	9.362560146743776e-10
SRB2	YIR021W-A	2.7016167306364003e-11
RGT2	SSY1	8.446858064605945e-10
BDH2	VID24	7.975043030673238e-10
YBL081W	HSM3	1.4297695205738408e-10
FLO9	ICE2	3.1974963781321644e-11
BNA3	NDE1	9.114300386172347e-11
ACE2	YPL162C	1.2803635692492322e-09
YOS9	YNCE0018W	2.1528336549398186e-09
PBN1	SFI1	5.205497083190515e-09
GTS1	MUP1	9.203572142481125e-12
EMA19	SML1	2.3078986088772285e-10
SAS10	PRM2	2.2580651726203252e-11
ETR1	PML39	1.760097525623862e-09
IRA1	MTC1	1.9320059409828496e-10
BFR2	APQ13	3.060869420370878e-09
YEL073C	KOG1	1.858937888855304e-10
YGL039W	COX7	4.504312872580391e-09
RXT2	CFT1	5.205332920928922e-10
YFL012W	YNL193W	1.2616612636305176e-10
FUI1	TCP1	8.944024925880832e-09
MBP1	GND2	2.94146213327305e-11
CUS1	SGF11	2.3751434515594935e-09
XBP1	DIP5	1.4530613670369592e-10
YPK3	STH1	2.546958096981075e-09
IGO1	SRP72	7.671282335110905e-10
HCM1	PHM8	4.702583441794608e-10
TUP1	PEF1	2.7181386181350395e-10
ALT1	STT4	5.816867938002581e-10
TIM12	AMN1	8.858583064133991e-10
MAC1	MVD1	2.036813699838751e-11
DIF1	RFA2	3.643072789972806e-09
SAS3	CDC4	1.0891126786542452e-10
MET8	YPL077C	1.7193384144907643e-09
TVS1	EMA17	4.4582988087641475e-10
HIS6	CBK1	1.6948023867010497e-09
YBP2	ESL1	5.002091644771042e-10
ZTA1	COX5B	1.4411800299309752e-09
SPT16	GND2	2.503501952994019e-10
BOL1	ALD2	2.2649262912847477e-09
SDS24	SRP72	3.3716859270069976e-11
STV1	RPL36B	1.470350456384077e-09
DIE2	MTQ1	5.170595275994855e-11
YBR242W	DAL7	2.3968755974655223e-09
PRP9	UBI4	9.56812696130726e-11
PSR1	SUE1	1.5859262207145577e-09
GAD1	SIN4	1.9755553093966985e-09
GDI1	TRE2	3.3506140622904012e-09
MLH2	NRS1	2.8883095026221995e-09
RET1	PMT3	9.020095540384506e-09
CYC7	SOD1	2.4603607163251156e-09
IXR1	REH1	1.3717093160522815e-10
GNA1	SSN3	1.1678118746768765e-09
PDC1	YLR342W-A	4.3765980619457374e-10
URA6	MRX6	1.6987558096706363e-09
PXP1	ASG7	4.2463328564854725e-10
SMM1	MCP1	7.084108408659666e-11
PXL1	ATP10	6.074827176785576e-10
PBP4	ERG5	6.313587258638386e-10
GMC1	HXT4	1.7510445805288194e-09
MRPL38	YKR075C	5.298922613374526e-10
CIK1	YPT11	7.233665876025134e-11
RTR1	ULS1	6.119916651568474e-12
MCM7	YNK1	1.9497033138368717e-10
IES6	NDJ1	2.7423150262029863e-09
SRX1	GPH1	5.18066457178139e-09
YNCE0018W	MRM1	1.848077339234196e-10
AGE1	SSE1	2.7133105522022528e-09
CWH41	ATP14	6.903797454110407e-11
NSE4	RAD10	1.8332000459040494e-10
MSC2	PEX11	1.3710528128218732e-11
YBR196C-B	TUM1	8.391804075381649e-10
YDR124W	AUS1	1.4937331762671612e-09
DRS2	YPL088W	2.6138619449323802e-09
GGA2	SFG1	7.915498885623503e-10
FTR1	TYS1	2.8667377189254115e-09
RPT1	OCA2	1.6398610265418132e-09
EXG2	YJR146W	6.067105470406957e-09
OSW2	RPS10A	1.4389123179889912e-11
NNT1	WHI2	8.24048255680331e-10
TPC1	RPS28B	2.561809269685589e-10
YKR005C	YTA6	2.1555531292653088e-10
NUM1	COX8	2.8455498995881024e-10
CBP4	MRE11	3.067534755119908e-10
GIP2	POX1	1.8917754668258485e-10
ECM1	RPL18A	1.4991755513103404e-10
YDR169C-A	YNR021W	1.2104392477924789e-09
RBS1	AFG1	1.7521770446863846e-10
ETP1	TAD2	8.115643887120913e-11
DLS1	YLR379W-A	1.933173944131559e-09
EFM5	RPB8	2.8448562751486167e-09
DET1	TOS3	7.485318882807181e-10
YBL029W	CHS2	1.0440092522748485e-10
YMC2	LCB3	3.3653000627526306e-09
RAD34	KAP122	2.0041250372087853e-09
ASF2	SAP4	1.2611817074075994e-09
PHO13	HXT1	1.3522243062919134e-09
RTT103	GAS3	2.478600141953975e-09
PAM17	POB3	3.690177520154668e-10
AVT5	BUD8	4.2865659164238645e-10
SRS2	NOC4	3.0358745495156944e-09
YKL068W-A	FRE1	1.2915040223942243e-09
YGL006W-A	FYV7	1.2668473132741612e-09
IKS1	ERG6	2.989058965022695e-10
SKO1	MSF1	1.3476579009853793e-09
YBR196C-B	SYT1	4.4320258022939967e-10
AIM3	YNL035C	5.746200774932747e-10
FIP1	YNR066C	4.896111408204331e-09
YMC2	TOF2	3.0530850749897737e-10
EPT1	SSU72	2.8891304023034735e-09
UPS2	IES4	6.982569684223057e-11
AIM7	MFT1	3.385094293898828e-10
ECM9	ATP20	3.0431840120754728e-09
YBR071W	LAP2	6.672675334603993e-10
SSE2	YLR112W	1.626861680788767e-09
STP4	MSK1	4.176602308240884e-09
IRE1	MER1	4.2486301501498e-09
RAD57	APC5	4.4349083040204835e-09
PMT5	ARG4	2.3506641476520147e-11
VPS54	RNH1	1.5191883757146558e-09
SRP21	YLR111W	2.384578804802099e-10
YHL015W-A	MET2	1.378720359617149e-08
CKS1	IBA57	1.5113374094821902e-08
PRE3	RPA43	6.611743254577041e-09
ART5	ERG2	5.498825987512132e-10
CPP3	YLR419W	1.9018738850171677e-10
BRN1	HPT1	4.5919567497797286e-09
RPG1	YPR096C	1.402749096555649e-10
PSO2	WSC3	5.636803826357803e-10
GDH2	RRP40	2.4803560312603837e-10
IRC6	ADH6	8.047279398781214e-11
YIL086C	GUP2	2.7082752177163424e-10
MSC3	PET123	1.3327080107481196e-09
RGD1	HXT4	6.524071274664963e-09
GLO2	HAL1	7.266767646007431e-10
IDH1	IRC10	2.8217390661301633e-09
SMX2	HFA1	1.908324755465775e-09
LCP5	FMP33	1.4693994358404167e-09
RPS6B	RPS22A	2.1752090499733943e-11
LOT5	SKI3	1.9126702049162014e-09
YDR182W-A	NSE5	9.85571768494853e-11
COP1	ISD11	1.574762768172723e-11
SPC105	CPT1	2.3801217095115765e-09
INM1	MKT1	1.3387112874991857e-08
SWC3	SEC13	1.287773019055816e-10
YFR006W	RAX2	3.604416026259274e-11
NGR1	JEM1	2.555172734535976e-10
COS12	YGR153W	6.679434768106343e-10
MTC2	CIP1	2.413950422322349e-10
PCT1	PET8	3.873708854788259e-10
MET32	SIP5	2.117634848160574e-10
RLI1	DDI1	4.4739072397416133e-10
YNCD0029C	SPS2	2.9943582143495205e-09
ATP3	YPL216W	2.8186226697085413e-09
SEC14	PPG1	5.307139858362911e-10
BPT1	AIM34	3.6365483838953466e-09
FLR1	RPL3	1.6261032526215136e-09
YLR001C	ENV9	3.91645994873503e-10
NUM1	TAF13	9.90136199100794e-10
MEO1	POP1	1.4441186066271036e-09
MET30	RIM9	6.524480511072067e-11
SMA2	DIM1	1.0263723414394623e-08
TUP1	AIM6	1.6634881171583293e-09
MRP10	KOG1	1.013522810541048e-09
CCP1	VID27	3.087961425233651e-10
VRP1	YOL097W-A	8.355716146689272e-12
PSP1	QCR10	7.090469254429829e-10
TCM62	RAD34	5.362269338788218e-10
MCH1	YER121W	1.0114522570159252e-10
NIF3	RPL33A	2.769480039203344e-09
YGL118C	TPP1	7.134178517058605e-10
OSW2	FSF1	8.710306697021132e-10
GPI16	DIM1	2.1578810356898767e-10
GUD1	TDA7	1.6351049738104236e-10
ADE57	SMA1	2.7907612087414274e-11
PAM1	GMC2	1.1724490134539503e-10
DTR1	HUT1	1.840388920135868e-12
PYC1	PHO81	8.604361093610494e-10
URA3	DPB11	1.0150957008147301e-09
TOM1	IRC20	2.8862337717001687e-09
YBL081W	AFB1	2.45383316819192e-09
YCR022C	DSC2	8.973129898010272e-12
YBL071C-B	UPC2	2.7824082297125497e-09
SMU2	ASE1	5.490383306416902e-10
YOR111W	HAL1	3.189830223984993e-11
SWH1	NUP82	2.0819367749682673e-10
PLM2	BUD4	2.5858069675521686e-11
GPA1	PGA2	1.7839567581981878e-09
ARO8	ORM1	1.7601492856040266e-10
MRX7	FMP41	3.47317891825542e-09
RME1	YNL165W	2.3251126250970732e-10
IPT1	CAK1	1.1714737760982602e-09
CDC123	YNCO0031W	1.1991919323779491e-10
TRM8	RFC1	1.2675098093196883e-11
ATO3	ANP1	4.3639087793085535e-09
YEF1	BRX1	3.213023445833588e-10
SHS1	MRPL22	2.624082102882251e-11
VMA1	PSK2	6.204665385975701e-10
FTR1	PPQ1	1.6815475566531126e-09
SLT2	VMA6	3.494168232103085e-09
MSM1	SIR1	3.6856777750628456e-09
SSP1	NAM2	2.350759731091665e-09
PET18	SOK2	2.405406295221824e-10
COS111	VPS25	3.6730871529251046e-11
RDH54	RSO55	8.341781246703829e-10
YRB30	MNL2	1.1079257068254684e-09
RCK2	SGS1	1.1402076916121293e-09
SAC7	MRPS35	1.201854377196838e-11
YGP1	AVO1	9.796304799259364e-10
MOT2	SMC6	1.5269635479461291e-09
YHL015W-A	SGV1	1.1003548684167659e-10
IMA5	BUB3	2.7848499320046116e-10
CDC9	MRX15	8.664574837877961e-10
TAP42	YPR172W	6.600108731502536e-09
SIF2	ZDS2	5.457912614219377e-09
YDL242W	NEW1	6.543629734388268e-10
VAM6	UTR2	8.366582995363568e-12
SMP1	POM34	1.229492236281512e-10
RGI2	BOP2	4.03759185671974e-11
EMA17	LEM3	3.237968947278756e-09
YHC3	CYT2	2.380972731866974e-10
MCH2	ISN1	1.223463631517177e-10
MPS3	ALP1	4.8760916719359417e-11
TOM7	CRT10	9.97665003084841e-09
PEX13	MCM16	3.822232727019197e-10
YAR1	RHO1	1.1128794685375305e-09
LPP1	FMP30	8.617282517249066e-10
RRN3	MET2	3.907206238291887e-10
MED2	YNL050C	8.69144394757698e-11
MUD2	YOR131C	2.157349813901179e-10
TAH1	YNCO0011W	5.445950680467181e-09
PPE1	SSL2	9.149705214333177e-10
HIS5	PRP21	8.774989755528288e-12
PEX15	YTH1	3.2286705885293073e-10
SKI6	CPR7	1.2687645722455508e-10
GOS1	SGM1	1.119573633185399e-10
YGL176C	TCO89	1.7561729847354494e-10
IRC18	HCS1	1.870777488750835e-09
ROK1	RPC25	5.663467737438086e-10
MAG2	MDM12	1.4600826896803143e-11
PPX1	NEO1	4.989233311259664e-10
YML053C	ASN1	1.8334375491760298e-10
SPS2	POX1	2.9699565372901905e-09
COX13	IDS2	2.176599175277375e-09
BAS1	DFR1	1.368109981582082e-10
LIH1	YOR343C	1.4461627054008785e-08
YGL041C-B	YMR315W-A	3.0790261765551884e-09
ERP4	TRM44	6.992254957187769e-10
PEX10	GAT1	3.2700347966290565e-10
SLT2	PFD1	2.7913752927827935e-11
SCW11	SUE1	2.2251775080239894e-09
VEL1	SRP21	4.2410245955155014e-10
FYV7	ZRG17	6.601582444828506e-09
YHR020W	HAP1	3.945808541520635e-10
QDR2	NOP15	8.268273993494543e-09
CAT8	BEM4	2.284009270461791e-09
CAB3	HEM15	5.958456680111062e-11
SPF1	GGA2	4.378171659205904e-10
UFD2	KSP1	3.9503263687864647e-10
SBE2	SRL2	3.978137876548532e-09
PDR8	FAA1	2.4756293710011052e-08
FUN19	LRG1	5.204921101301973e-10
EMP24	CTM1	1.0500952055791743e-09
TAF9	ARE2	6.2716983094593766e-09
COT1	CIP1	1.5499606870933782e-09
SNP1	INP54	4.476804951496764e-11
TDA9	REV3	9.256727875714969e-10
SPC105	YIL163C	9.33907228827796e-10
MRPL27	TAF11	3.567192606206309e-10
COG5	PIS1	2.456026969345205e-10
HSP42	YNL194C	1.1782430170295916e-10
HMX1	MOT3	6.547349848298494e-09
DPL1	RAV1	1.5324736508879047e-09
YDR524C-B	KEG1	2.989193645947903e-10
RQC1	UBP11	9.282950885421713e-10
RPL21A	MGR1	1.040637266643355e-09
YCX1	RGI2	3.902454925229078e-11
CWC15	RRS1	1.5157966964308134e-11
CCT2	SLP1	2.7886141099369666e-09
NRG1	SAC7	1.3046672017443136e-10
PNC1	CMP2	5.265223513457645e-10
SMP1	NIP100	1.3345824028794798e-11
YBL100W-C	HSP30	1.5718718817451542e-10
VPS64	OAC1	9.464753528039843e-10
YIL060W	DSN1	2.989872605467749e-10
AIM17	YMR001C-A	1.2559287907613625e-10
SPT6	CCH1	2.9710385865311542e-09
GUT2	MKK2	4.55967586474982e-10
SET3	RPA43	1.2658452041196984e-09
YAT2	CWC22	1.7112711369061779e-10
YBR032W	MEK1	1.147501253148121e-09
ARP3	CHL1	2.8853832855647835e-09
RPL22B	CLB1	3.0077522179004142e-09
SDS23	ACS2	4.017177472438428e-09
APN2	ODC2	3.1161655281532975e-09
ATP16	RTT105	3.3980244875364053e-09
TAO3	COX11	3.351009037964369e-09
YPQ2	MKT1	7.887250091800892e-09
RSM10	MYO1	2.4812280257219177e-10
MEP1	NAM2	5.798962551702231e-10
YAP3	YKU70	1.042934442476602e-09
BEM2	PAU5	2.655667469706274e-10
SPT6	GVP36	1.387429734951294e-09
FUN12	NBP2	2.1717867304003244e-10
YHL037C	MAD3	2.4246136819267297e-09
STB2	CAM1	4.523475762439725e-09
YKE2	YPR170W-B	1.879080265185345e-10
ACB1	TPP1	1.1814073957401513e-09
STN1	PHO81	2.2297279086973932e-10
QRI1	BDF1	6.59424852053638e-10
ASI1	GID8	8.371663188446626e-10
HEM14	RFX1	6.767457511413105e-10
YBR032W	CFT2	6.681585843346336e-10
SDP1	RUD3	1.8485165545874023e-09
MIG1	YNL034W	9.808310706261635e-10
SOV1	ETT1	2.333613579974074e-10
TDA4	PSG1	1.1300380825821631e-11
HHF1	BIO3	6.474259216332696e-10
CDC123	HMI1	9.161829009264448e-10
RPL24A	ASC1	1.9462266931396993e-10
VMA8	FCF2	1.003727917849098e-09
BPL1	ATG13	1.6823302512897797e-09
PDA1	GEP5	4.1335077114444356e-10
KAP122	DCR2	1.6276401907387686e-10
RPL11B	VPS55	3.774453893835542e-09
GCN3	ARC18	1.393108802724245e-11
DOG2	UTP25	1.6273129569947302e-09
TOS2	MNN5	1.2428531025189463e-10
YLR108C	PRP4	6.768409117546228e-11
GIP1	SEC2	1.1524952738127463e-09
ERG11	IPL1	5.413852221516369e-09
FUB1	EFR3	3.331243722565368e-11
FUR4	ECM22	3.7567504237349563e-10
LPX2	HHO1	1.2450350127755048e-10
HBS1	YPS3	1.2720545813222686e-09
DSF2	YNL040W	7.793562821358011e-10
RIM9	SWP1	3.984427356853495e-10
RPN4	GAL80	4.318336410462884e-10
APE4	TVP18	3.823399991162107e-10
YGR201C	RAM2	3.371281451202151e-09
FLX1	BPT1	8.397841130484192e-11
YAP1801	BNI5	2.541816487276904e-10
YER084W	DMC1	2.46352503969715e-10
ASK10	AIM45	2.4031572497028104e-10
HRD1	TIF3	7.609956913512835e-09
CEG1	CIM1	3.865085614394911e-09
APD1	ACE2	4.5820456830066783e-10
HIS7	RIX7	6.054580329946522e-11
SLX5	YGR201C	4.22859079500648e-09
SOK1	MET6	1.2409526076967617e-10
UBX7	RPA190	6.501906642402085e-11
PCL2	PAN5	6.422794450846413e-09
DMA1	RPL3	4.560381672923048e-10
MNN1	ESC1	6.788294769409253e-11
PAU10	YJL163C	1.6477119805930926e-11
NEO1	SEN15	9.032442529088297e-11
VID30	YGR204C-A	2.9569060150886266e-10
GPI14	VIP1	1.428318693410341e-08
PAB1	HSP10	2.206314814052263e-11
GUD1	BNS1	2.2504053191425542e-10
VBA2	MAF1	5.6930818468308575e-12
LOC1	HOS3	2.413730331991512e-10
CBP1	YOR289W	6.855724616518598e-10
CMP2	POL2	5.762777623859984e-10
TMT1	CAB4	1.7120235567403796e-11
HAP3	MRM2	3.6285433958541216e-10
GYP7	CCT4	8.557356625895176e-10
RLI1	FLX1	6.751262265042366e-10
PES4	THI80	5.336613263105282e-11
PAL1	YMR315W	1.4763886070109343e-10
NSE1	CIN1	4.1769098002290066e-08
ZRG8	LSB3	5.717447912860478e-09
NIF3	SFL1	5.578086999722692e-10
YAR035C-A	YHR020W	1.2081329105927094e-09
RPL22B	YJR146W	5.386193098608097e-10
YIL108W	LDS2	1.3448974722584689e-09
HHF1	FRE7	4.367595457826144e-10
YCL021W-A	RPL18A	2.4292925659830874e-09
YDR476C	PIG1	8.941592248364538e-12
RIB5	CCA1	6.739743687751243e-11
FCY2	PRM1	1.2488981670698607e-11
ADA2	ETP1	4.63639085030126e-11
PSR1	MSD1	2.7791208839590887e-08
CBR1	PRE5	3.484782407569053e-11
ECM12	BCH1	1.14474824357104e-10
ATC1	SMC1	3.0823846148495223e-10
YER121W	VMA10	1.6428392512924613e-09
KTR4	PHO13	9.490879123841306e-11
SLD5	ALT1	5.375633542170187e-09
ECM1	IRC24	6.155276825172128e-10
DYN3	RPS7A	5.563386225767898e-10
NNT1	ALG11	2.6377104372037026e-09
RFC1	RPL20B	7.93244243532655e-09
VPS38	YOR062C	1.269847064899449e-09
YPT11	YOR011W-A	1.5338287401993405e-10
YKR032W	BTS1	8.700033170558164e-10
OSH3	ROM2	1.3754144477838467e-09
ART10	DBP5	7.289525226712267e-10
BCK2	GAS4	9.727008134879149e-11
ARH1	PUL4	2.1243007917385896e-11
SPP381	JAC1	1.6551953424472326e-09
DLD2	YPR172W	1.3364596769448346e-09
CCT7	DRS1	1.3729396934677767e-10
YDR246W-A	DIF1	7.257716672478862e-11
FMP25	ACF2	1.427907200343815e-09
MEF2	ERG3	1.6110081569552498e-09
CST26	TAH11	3.472971747649382e-10
SRM1	IMP4	1.1296554423927737e-08
YBL029C-A	PEF1	1.234046785814046e-10
YEL023C	BUB2	2.515696518131029e-10
SPG5	SEC8	4.9099749418319125e-09
API2	NET1	1.1742852972234007e-10
RPL27A	ATP14	3.541412223213622e-11
RPL19B	YEL068C	2.831988410431734e-10
BUB1	PDL32	1.0504790673458775e-09
NAM8	TPM1	8.938927836125542e-09
BUD6	MRPS18	1.1018191539172913e-11
PAU23	PFS2	3.008612556179985e-10
YGL039W	FET4	2.762383502951333e-09
CAD1	GTR1	1.768621369440779e-08
HAB1	ARG4	5.10030406934057e-09
VTC5	UTR2	3.7360686019887124e-11
RPB4	FRS1	1.4634482592799805e-09
KAR4	MET14	1.7285458971522352e-09
PBA1	PFS2	1.9348244362142856e-09
RDI1	ARP9	2.2266945831876456e-09
SSY5	URN1	9.855162369158648e-12
YKR041W	PSH1	2.8852238601126338e-09
SWT21	PDR10	1.7358403008999035e-08
MBA1	ASI2	1.1997889704128097e-09
SSB1	VPS51	2.754402219467221e-11
ARI1	FAS1	1.0094665305066037e-09
APL1	IZH4	4.319884431014102e-09
ALG3	YER158C	2.260477932327206e-09
VTC5	RAD23	1.2087449546834915e-10
ASG1	ALG5	1.4426764945572853e-09
REB1	HSP30	4.408208311379999e-10
DRN1	REX4	3.2607931407225412e-09
MLH2	AHC1	7.79665048085843e-10
TCM62	DDR48	8.255749828927953e-10
RCN1	ATG33	1.273802403277483e-10
TFA1	HER2	2.521004431255859e-10
FLO11	YJR154W	5.796259545384373e-09
MRPL27	ORC3	9.331227389504499e-10
YNCO0011W	HAL1	2.7194305807012924e-10
FCF1	YMR082C	7.889218342172442e-10
ARP9	MSK1	8.49928348352096e-08
TBS1	RPS15	1.0191404588631987e-10
SNF2	CUP9	4.864382162974483e-10
GYP7	INO4	8.781000542719137e-11
KRE29	NYV1	6.217702216741286e-10
ACP1	CTF13	1.0548568504474049e-09
POL5	VPR1	1.9770158636516577e-11
HXT13	COQ8	3.998363165120185e-10
KCS1	APS1	6.001008586928335e-10
RPN2	YSH1	4.599330871303375e-10
YBR196C-B	DAM1	1.1441482624371416e-11
MET8	DLS1	2.03298934482668e-11
YBL071C-B	GUK1	1.039674041745514e-09
TIP20	TSL1	4.1288863470026974e-10
CDC43	RRD2	1.8478845970439864e-10
YAT2	PML39	1.1935663092061761e-08
UNG1	PLP2	4.073043870708242e-09
DMA1	BEM4	2.2766119530482634e-09
ECM1	SNU71	2.3703366799123168e-09
HMRA2	PMD1	1.8065437096789542e-11
CDC28	NIT1	1.959272474951992e-09
YCR095W-A	SPC98	1.5044865623214005e-09
TPC1	CUS2	1.2928922534794183e-10
BEM2	DOM34	1.7556614996527644e-10
YFH1	RTN1	3.493066889917847e-10
STB6	DSS1	1.3032029721370379e-09
PDC1	ERG24	9.385548696005245e-10
CRP1	UBP16	2.104458194749896e-09
YOR289W	VIK1	1.1901014559795858e-09
PGU1	PXA2	4.970075991382633e-10
YER053C-A	UFE1	1.3251118368896063e-10
ERP4	TAH18	1.3999759612836152e-10
PIG2	SNT309	2.155620942725973e-09
RNR4	YSC83	9.655020571193744e-11
OLA1	MSN2	1.000671718380815e-09
SEC24	NCS2	4.5587685317626205e-10
TRP3	YOL085C	2.83368014035693e-09
TRL1	BIO5	6.09787962247549e-09
HAB1	RPS22B	2.890313927135516e-10
DPB11	MRL1	3.5026999121627234e-10
GIR2	DSE2	4.9404550586425606e-11
VAC8	RAD17	5.007990899907431e-10
RRP46	GTO1	2.523154823840721e-11
DOG2	PFA3	1.6490414057887472e-09
DOS2	PHM8	3.9968169736286966e-10
ZEO1	HER1	1.35581814518849e-10
AQY2	LSM3	5.4666271718299116e-11
RPL38	UTP14	4.1442043138456733e-10
YKL183C-A	NIP100	5.55951140959553e-09
TMA17	SET4	1.122181352831758e-10
DSE1	YHL005C	1.5761835934713284e-08
YDL242W	YSF3	1.6557846156816748e-09
LEU2	URB2	5.343883549750086e-10
SEC61	AAC1	1.3142550696461877e-09
SAH1	STB4	1.515554553560032e-10
RIF2	JJJ1	5.557660342233708e-10
VPS15	KDX1	1.6869363564736788e-10
YNCD0021C	SNF7	4.596337238034803e-09
FOL2	BBC1	1.3961827136768417e-09
SAL1	YNL018C	1.1893994969549939e-08
ATP14	NTO1	9.835829135460611e-11
MTE1	ELO3	1.925489708036595e-09
TNA1	MVP1	3.609587147403315e-09
QCR10	DCG1	1.0463500002289425e-09
SCC4	APL2	1.6444756598830683e-09
PUP3	YPR148C	6.027772065271785e-10
MCH2	YPR096C	3.6751487776301404e-10
PMT1	ARP6	4.475527438142122e-10
POL3	TVP23	1.183180866285447e-09
PRM9	GET3	1.575228410544743e-10
PRE1	DED1	1.2455365313126165e-10
ERG6	YNL011C	6.62958105380908e-10
SOK1	CHO1	1.9893314965274795e-09
PTA1	HAB1	2.019181677860221e-09
IOC3	CRS1	1.3414549523289366e-09
TEF2	MFA1	6.984109273539628e-11
PFD1	EMC6	1.8421211548528315e-09
LAS1	KAP120	2.1322986315725425e-10
MBA1	MTF2	2.3704066501504034e-09
UBP3	PRE3	5.489132613660623e-10
PET100	ACP1	2.083416773031981e-09
SMY2	ULP1	2.0934559783860838e-11
EHT1	GET3	1.1484164452094322e-09
GDH3	HUR1	8.186660788260002e-11
SWP82	RCK2	3.2855622193761736e-11
CWC15	YIP3	4.6483704837780417e-10
ESL1	SYT1	2.4688680664840203e-09
PFD1	NRT1	1.951330205425331e-09
NUS1	YIR016W	6.370564713359648e-10
SRB8	SLF1	1.9930905773291108e-10
MPC2	TGL3	1.269752254457074e-10
ARG56	OPI10	2.0296611617664347e-09
BAP3	SOL1	1.5282695287287608e-09
PTI1	DJP1	2.655199974893706e-09
SUS1	SEC22	7.448746724483279e-10
LCP5	SLD2	4.867250139951338e-10
SCJ1	CSL4	1.4008297579297242e-10
YKR075C	YOL085C	4.5073489671205345e-10
HSP150	SNX4	1.7471805862995597e-09
NUP2	NUP188	1.0842724046629079e-09
TNA1	CYR1	1.8072821177845007e-10
MCY1	YJR154W	8.798416494381321e-10
AIM17	UBP15	6.217533632600594e-10
MIT1	JHD1	2.377605726411425e-09
CNS1	CDC48	1.7645127740477344e-10
SAT4	CCL1	3.467730951108103e-09
YDR274C	PXP1	7.642789896071234e-10
TRM82	MIN3	9.395737696839831e-11
BCS1	NUG1	8.224969736279241e-11
DLD2	TIR3	2.55636061322645e-10
SFC1	NNK1	2.454768619322121e-10
SBP1	OAZ1	5.375889451077793e-09
STV1	FPR1	8.723534064087279e-10
UBX5	YLR412C-A	3.228612851299778e-10
MRS2	CCL1	1.995740551200999e-09
TFG2	ARG2	1.3813495738619556e-10
SHE3	JJJ1	3.0893133762056194e-10
FCY21	ENT4	4.0123744522279825e-11
BUD13	RCK2	9.625049499380486e-11
YCR095W-A	SFK1	9.252167742194301e-10
IML3	TAE1	4.613476690573517e-11
IRE1	THI7	4.703503702534658e-10
COG1	PET494	8.630598561767633e-11
STT4	YMR321C	3.088111260756235e-11
YJR128W	GCV2	1.0762136480382359e-08
TSA2	YKL222C	8.574749326636482e-11
CYC1	SMA2	1.4071976809291707e-10
RMR1	NIP100	3.8058658131671906e-09
BUD14	YER138W-A	1.226892590742158e-09
SSZ1	GTR1	1.7204499929274246e-09
